Coord1,Coord2,Coord3,Ind,Character,Kart,Wheel,Glider,Weight,Acceleration,On-road Traction,Off-road Traction,Mini-Turbo,Ground Speed,Water Speed,Anti-gravity Speed,Air Speed,Ground Handling,Water Handling,Anti-gravity Handling,Air Handling
On-road Traction,Water Speed,Anti-gravity Handling,2130,Donkey Kong,Landship,Off-Road,Super Glider,12.0,11.0,14.0,13.0,9.0,14.0,19.0,11.0,14.0,8.0,8.0,7.0,8.0
On-road Traction,Water Speed,Anti-gravity Handling,1109,Luigi,Tanooki Kart,Slim,Cloud Glider,11.0,8.0,14.0,10.0,9.0,11.0,13.0,14.0,12.0,14.0,13.0,12.0,14.0
On-road Traction,Water Speed,Anti-gravity Handling,2131,Donkey Kong,Landship,Off-Road,Cloud Glider,11.0,12.0,14.0,13.0,10.0,13.0,19.0,12.0,13.0,8.0,8.0,7.0,9.0
On-road Traction,Water Speed,Anti-gravity Handling,1142,Rosalina,Pipe Frame,Button,Super Glider,9.0,13.0,14.0,11.0,14.0,10.0,13.0,10.0,12.0,12.0,10.0,12.0,8.0
On-road Traction,Water Speed,Anti-gravity Handling,1194,Tanooki Mario,Pipe Frame,Off-Road,Super Glider,10.0,13.0,14.0,12.0,11.0,10.0,13.0,8.0,9.0,12.0,10.0,12.0,10.0
On-road Traction,Water Speed,Anti-gravity Handling,1883,Donkey Kong,Pipe Frame,Roller,Cloud Glider,9.0,15.0,14.0,9.0,15.0,10.0,16.0,11.0,14.0,12.0,10.0,11.0,10.0
On-road Traction,Water Speed,Anti-gravity Handling,1882,Donkey Kong,Pipe Frame,Roller,Super Glider,10.0,14.0,14.0,9.0,14.0,11.0,16.0,10.0,15.0,12.0,10.0,11.0,9.0
On-road Traction,Water Speed,Anti-gravity Handling,1821,Baby Rosalina,Tanooki Kart,Slim,Peach Parasol,6.0,11.0,14.0,11.0,12.0,5.0,6.0,8.0,6.0,18.0,18.0,15.0,18.0
On-road Traction,Water Speed,Anti-gravity Handling,1820,Baby Rosalina,Tanooki Kart,Slim,Wario Wing,7.0,10.0,14.0,11.0,11.0,6.0,6.0,8.0,7.0,18.0,18.0,15.0,17.0
On-road Traction,Water Speed,Anti-gravity Handling,1143,Rosalina,Pipe Frame,Button,Cloud Glider,8.0,14.0,14.0,11.0,15.0,9.0,13.0,11.0,11.0,12.0,10.0,12.0,9.0
On-road Traction,Water Speed,Anti-gravity Handling,1190,Metal Mario,Blue Falcon,Slim,Super Glider,13.0,7.0,14.0,6.0,7.0,16.0,13.0,16.0,15.0,10.0,10.0,12.0,9.0
On-road Traction,Water Speed,Anti-gravity Handling,1191,Metal Mario,Blue Falcon,Slim,Cloud Glider,12.0,8.0,14.0,6.0,8.0,15.0,13.0,17.0,14.0,10.0,10.0,12.0,10.0
On-road Traction,Water Speed,Anti-gravity Handling,1108,Luigi,Tanooki Kart,Slim,Super Glider,12.0,7.0,14.0,10.0,8.0,12.0,13.0,13.0,13.0,14.0,13.0,12.0,13.0
On-road Traction,Water Speed,Anti-gravity Handling,1197,Tanooki Mario,Tanooki Kart,Standard,Cloud Glider,10.0,11.0,14.0,14.0,11.0,9.0,13.0,11.0,12.0,13.0,12.0,12.0,13.0
On-road Traction,Water Speed,Anti-gravity Handling,1196,Tanooki Mario,Tanooki Kart,Standard,Super Glider,11.0,10.0,14.0,14.0,10.0,10.0,13.0,10.0,13.0,13.0,12.0,12.0,12.0
On-road Traction,Water Speed,Anti-gravity Handling,1195,Tanooki Mario,Pipe Frame,Off-Road,Cloud Glider,9.0,14.0,14.0,12.0,12.0,9.0,13.0,9.0,8.0,12.0,10.0,12.0,11.0
On-road Traction,Water Speed,Anti-gravity Handling,2181,Donkey Kong,Steel Driver,Off-Road,Cloud Glider,15.0,7.0,15.0,10.0,6.0,16.0,19.0,14.0,11.0,5.0,8.0,6.0,7.0
On-road Traction,Water Speed,Anti-gravity Handling,2180,Donkey Kong,Steel Driver,Off-Road,Super Glider,16.0,6.0,15.0,10.0,5.0,17.0,19.0,13.0,12.0,5.0,8.0,6.0,6.0
On-road Traction,Water Speed,Anti-gravity Handling,1919,Donkey Kong,Pipe Frame,Button,Cloud Glider,9.0,14.0,15.0,8.0,14.0,11.0,15.0,13.0,13.0,11.0,9.0,11.0,8.0
On-road Traction,Water Speed,Anti-gravity Handling,2109,Donkey Kong,Tanooki Kart,Roller,Cloud Glider,11.0,11.0,15.0,12.0,12.0,11.0,17.0,13.0,16.0,11.0,10.0,10.0,11.0
On-road Traction,Water Speed,Anti-gravity Handling,1918,Donkey Kong,Pipe Frame,Button,Super Glider,10.0,13.0,15.0,8.0,13.0,12.0,15.0,12.0,14.0,11.0,9.0,11.0,7.0
On-road Traction,Water Speed,Anti-gravity Handling,2091,Tanooki Mario,Pipe Frame,Slim,Cloud Glider,8.0,13.0,15.0,7.0,13.0,9.0,11.0,11.0,9.0,15.0,13.0,13.0,13.0
On-road Traction,Water Speed,Anti-gravity Handling,2090,Tanooki Mario,Pipe Frame,Slim,Super Glider,9.0,12.0,15.0,7.0,12.0,10.0,11.0,10.0,10.0,15.0,13.0,13.0,12.0
On-road Traction,Water Speed,Anti-gravity Handling,2108,Donkey Kong,Tanooki Kart,Roller,Super Glider,12.0,10.0,15.0,12.0,11.0,12.0,17.0,12.0,17.0,11.0,10.0,10.0,10.0
On-road Traction,Water Speed,Anti-gravity Handling,2005,Donkey Kong,Blue Falcon,Slim,Cloud Glider,10.0,8.0,16.0,5.0,8.0,16.0,14.0,18.0,15.0,9.0,9.0,11.0,9.0
On-road Traction,Water Speed,Anti-gravity Handling,2016,Metal Mario,Pipe Frame,Slim,Super Glider,14.0,10.0,16.0,7.0,10.0,13.0,14.0,13.0,13.0,13.0,11.0,11.0,10.0
On-road Traction,Water Speed,Anti-gravity Handling,2017,Metal Mario,Pipe Frame,Slim,Cloud Glider,13.0,11.0,16.0,7.0,11.0,12.0,14.0,14.0,12.0,13.0,11.0,11.0,11.0
On-road Traction,Water Speed,Anti-gravity Handling,2058,Tanooki Mario,Tanooki Kart,Slim,Super Glider,11.0,8.0,16.0,10.0,9.0,11.0,12.0,12.0,12.0,14.0,13.0,12.0,13.0
On-road Traction,Water Speed,Anti-gravity Handling,2004,Donkey Kong,Blue Falcon,Slim,Super Glider,11.0,7.0,16.0,5.0,7.0,17.0,14.0,17.0,16.0,9.0,9.0,11.0,8.0
On-road Traction,Water Speed,Anti-gravity Handling,2059,Tanooki Mario,Tanooki Kart,Slim,Cloud Glider,10.0,9.0,16.0,10.0,10.0,10.0,12.0,13.0,11.0,14.0,13.0,12.0,14.0
On-road Traction,Water Speed,Anti-gravity Handling,2127,Donkey Kong,Tanooki Kart,Button,Cloud Glider,11.0,10.0,16.0,11.0,11.0,12.0,16.0,15.0,15.0,10.0,9.0,10.0,9.0
On-road Traction,Water Speed,Anti-gravity Handling,2126,Donkey Kong,Tanooki Kart,Button,Super Glider,12.0,9.0,16.0,11.0,10.0,13.0,16.0,14.0,16.0,10.0,9.0,10.0,8.0
On-road Traction,Water Speed,Anti-gravity Handling,2114,Donkey Kong,Pipe Frame,Standard,Super Glider,12.0,12.0,16.0,10.0,11.0,13.0,16.0,12.0,15.0,11.0,9.0,10.0,8.0
On-road Traction,Water Speed,Anti-gravity Handling,2115,Donkey Kong,Pipe Frame,Standard,Cloud Glider,11.0,13.0,16.0,10.0,12.0,12.0,16.0,13.0,14.0,11.0,9.0,10.0,9.0
On-road Traction,Water Speed,Anti-gravity Handling,2169,Rosalina,Pipe Frame,Slim,Cloud Glider,10.0,11.0,17.0,9.0,12.0,11.0,13.0,13.0,11.0,13.0,11.0,11.0,11.0
On-road Traction,Water Speed,Anti-gravity Handling,2142,Donkey Kong,Pipe Frame,Off-Road,Super Glider,13.0,11.0,17.0,11.0,9.0,14.0,17.0,12.0,13.0,9.0,7.0,9.0,7.0
On-road Traction,Water Speed,Anti-gravity Handling,2143,Donkey Kong,Pipe Frame,Off-Road,Cloud Glider,12.0,12.0,17.0,11.0,10.0,13.0,17.0,13.0,12.0,9.0,7.0,9.0,8.0
On-road Traction,Water Speed,Anti-gravity Handling,2144,Donkey Kong,Tanooki Kart,Standard,Super Glider,14.0,8.0,17.0,13.0,8.0,14.0,17.0,14.0,17.0,10.0,9.0,9.0,9.0
On-road Traction,Water Speed,Anti-gravity Handling,2145,Donkey Kong,Tanooki Kart,Standard,Cloud Glider,13.0,9.0,17.0,13.0,9.0,13.0,17.0,15.0,16.0,10.0,9.0,9.0,10.0
On-road Traction,Water Speed,Anti-gravity Handling,2168,Rosalina,Pipe Frame,Slim,Super Glider,11.0,10.0,17.0,9.0,11.0,12.0,13.0,12.0,12.0,13.0,11.0,11.0,10.0
On-road Traction,Water Speed,Anti-gravity Handling,2187,Donkey Kong,Tanooki Kart,Off-Road,Cloud Glider,14.0,8.0,18.0,14.0,7.0,14.0,18.0,15.0,14.0,8.0,7.0,8.0,9.0
On-road Traction,Water Speed,Anti-gravity Handling,2186,Donkey Kong,Tanooki Kart,Off-Road,Super Glider,15.0,7.0,18.0,14.0,6.0,15.0,18.0,14.0,15.0,8.0,7.0,8.0,8.0
On-road Traction,Water Speed,Anti-gravity Handling,2135,Donkey Kong,Pipe Frame,Slim,Cloud Glider,11.0,11.0,18.0,6.0,11.0,13.0,15.0,15.0,13.0,12.0,10.0,10.0,10.0
On-road Traction,Water Speed,Anti-gravity Handling,2134,Donkey Kong,Pipe Frame,Slim,Super Glider,12.0,10.0,18.0,6.0,10.0,14.0,15.0,14.0,14.0,12.0,10.0,10.0,9.0
On-road Traction,Water Speed,Anti-gravity Handling,2188,Donkey Kong,Tanooki Kart,Off-Road,Wario Wing,16.0,7.0,19.0,13.0,6.0,15.0,17.0,15.0,15.0,8.0,8.0,7.0,8.0
On-road Traction,Water Speed,Anti-gravity Handling,2189,Donkey Kong,Tanooki Kart,Off-Road,Peach Parasol,15.0,8.0,19.0,13.0,7.0,14.0,17.0,15.0,14.0,8.0,8.0,7.0,9.0
On-road Traction,Water Speed,Anti-gravity Handling,2182,Donkey Kong,Tanooki Kart,Slim,Super Glider,14.0,6.0,19.0,9.0,7.0,15.0,16.0,16.0,16.0,11.0,10.0,9.0,10.0
On-road Traction,Water Speed,Anti-gravity Handling,2183,Donkey Kong,Tanooki Kart,Slim,Cloud Glider,13.0,7.0,19.0,9.0,8.0,14.0,16.0,17.0,15.0,11.0,10.0,9.0,11.0
On-road Traction,Water Speed,Anti-gravity Handling,2184,Donkey Kong,Tanooki Kart,Slim,Wario Wing,15.0,6.0,20.0,8.0,7.0,15.0,15.0,17.0,16.0,11.0,11.0,8.0,10.0
On-road Traction,Water Speed,Anti-gravity Handling,2185,Donkey Kong,Tanooki Kart,Slim,Peach Parasol,14.0,7.0,20.0,8.0,8.0,14.0,15.0,17.0,15.0,11.0,11.0,8.0,11.0
On-road Traction,Water Speed,Air Handling,1255,Koopa Troopa,Landship,Roller,Cloud Glider,2.0,18.0,2.0,16.0,18.0,3.0,11.0,3.0,8.0,17.0,17.0,15.0,17.0
On-road Traction,Water Speed,Air Handling,1587,Cat Peach,Landship,Roller,Cloud Glider,3.0,18.0,3.0,14.0,17.0,5.0,13.0,5.0,10.0,15.0,15.0,13.0,15.0
On-road Traction,Water Speed,Air Handling,1053,Toad,Landship,Roller,Cloud Glider,3.0,18.0,4.0,15.0,17.0,4.0,12.0,4.0,9.0,16.0,16.0,14.0,16.0
On-road Traction,Water Speed,Air Handling,1251,Baby Peach,Landship,Roller,Cloud Glider,0.0,18.0,4.0,16.0,19.0,1.0,9.0,1.0,6.0,19.0,19.0,17.0,19.0
On-road Traction,Water Speed,Air Handling,239,Luigi,Landship,Roller,Cloud Glider,6.0,16.0,6.0,12.0,16.0,7.0,15.0,7.0,12.0,14.0,14.0,12.0,14.0
On-road Traction,Water Speed,Air Handling,1553,Wario,Landship,Roller,Cloud Glider,9.0,14.0,6.0,12.0,14.0,11.0,19.0,11.0,16.0,10.0,10.0,8.0,10.0
On-road Traction,Water Speed,Air Handling,923,Baby Peach,Landship,Standard,Cloud Glider,2.0,16.0,6.0,17.0,16.0,3.0,9.0,3.0,6.0,18.0,18.0,16.0,18.0
On-road Traction,Water Speed,Air Handling,509,Baby Peach,Landship,Off-Road,Cloud Glider,3.0,15.0,7.0,18.0,14.0,4.0,10.0,3.0,4.0,16.0,16.0,15.0,17.0
On-road Traction,Water Speed,Air Handling,1135,Baby Peach,Cat Cruiser,Roller,Cloud Glider,2.0,17.0,8.0,13.0,18.0,2.0,6.0,4.0,8.0,19.0,16.0,18.0,20.0
On-road Traction,Water Speed,Air Handling,1027,Baby Peach,Landship,Slim,Cloud Glider,2.0,14.0,8.0,13.0,15.0,4.0,8.0,5.0,5.0,19.0,19.0,16.0,19.0
On-road Traction,Water Speed,Air Handling,219,Luigi,Landship,Standard,Cloud Glider,8.0,14.0,8.0,13.0,13.0,9.0,15.0,9.0,12.0,13.0,13.0,11.0,13.0
On-road Traction,Water Speed,Air Handling,313,Toad,Landship,Slim,Cloud Glider,5.0,14.0,8.0,12.0,13.0,7.0,11.0,8.0,8.0,16.0,16.0,13.0,16.0
On-road Traction,Water Speed,Air Handling,315,Toad,Tanooki Kart,Roller,Cloud Glider,6.0,14.0,8.0,16.0,14.0,5.0,11.0,7.0,10.0,16.0,15.0,15.0,16.0
On-road Traction,Water Speed,Air Handling,1029,Baby Peach,Tanooki Kart,Roller,Cloud Glider,3.0,14.0,8.0,17.0,16.0,2.0,8.0,4.0,7.0,19.0,18.0,18.0,19.0
On-road Traction,Water Speed,Air Handling,1555,Wario,Landship,Off-Road,Cloud Glider,12.0,11.0,9.0,14.0,9.0,14.0,20.0,13.0,14.0,7.0,7.0,6.0,8.0
On-road Traction,Water Speed,Air Handling,1335,Metal Mario,Landship,Roller,Cloud Glider,10.0,15.0,9.0,12.0,15.0,9.0,17.0,9.0,14.0,12.0,12.0,10.0,12.0
On-road Traction,Water Speed,Air Handling,135,Luigi,Cat Cruiser,Roller,Cloud Glider,8.0,15.0,10.0,9.0,15.0,8.0,12.0,10.0,14.0,14.0,11.0,13.0,15.0
On-road Traction,Water Speed,Air Handling,179,Luigi,Landship,Slim,Cloud Glider,8.0,12.0,10.0,9.0,12.0,10.0,14.0,11.0,11.0,14.0,14.0,11.0,14.0
On-road Traction,Water Speed,Air Handling,601,Baby Peach,Tanooki Kart,Standard,Cloud Glider,5.0,12.0,10.0,18.0,13.0,4.0,8.0,6.0,7.0,18.0,17.0,17.0,18.0
On-road Traction,Water Speed,Air Handling,1397,Bowser,Landship,Off-Road,Cloud Glider,13.0,11.0,10.0,13.0,9.0,14.0,20.0,13.0,14.0,6.0,6.0,5.0,7.0
On-road Traction,Water Speed,Air Handling,181,Luigi,Tanooki Kart,Roller,Cloud Glider,9.0,12.0,10.0,13.0,13.0,8.0,14.0,10.0,13.0,14.0,13.0,13.0,14.0
On-road Traction,Water Speed,Air Handling,1355,Bowser,Steel Driver,Off-Road,Cloud Glider,17.0,6.0,11.0,10.0,5.0,17.0,20.0,15.0,12.0,3.0,6.0,4.0,5.0
On-road Traction,Water Speed,Air Handling,1347,Donkey Kong,Landship,Roller,Cloud Glider,8.0,15.0,11.0,11.0,15.0,10.0,18.0,10.0,15.0,11.0,11.0,9.0,11.0
On-road Traction,Water Speed,Air Handling,443,Baby Peach,Tanooki Kart,Off-Road,Cloud Glider,6.0,11.0,11.0,19.0,11.0,5.0,9.0,6.0,5.0,16.0,15.0,16.0,17.0
On-road Traction,Water Speed,Air Handling,1185,Baby Peach,Cat Cruiser,Slim,Cloud Glider,4.0,13.0,12.0,10.0,14.0,5.0,5.0,8.0,7.0,19.0,16.0,17.0,20.0
On-road Traction,Water Speed,Air Handling,39,Toad,Tanooki Kart,Slim,Cloud Glider,8.0,10.0,12.0,13.0,10.0,8.0,10.0,11.0,9.0,16.0,15.0,14.0,16.0
On-road Traction,Water Speed,Air Handling,357,Toad,Cat Cruiser,Slim,Cloud Glider,7.0,13.0,12.0,9.0,12.0,8.0,8.0,11.0,10.0,16.0,13.0,14.0,17.0
On-road Traction,Water Speed,Air Handling,783,Baby Peach,Tanooki Kart,Slim,Cloud Glider,5.0,10.0,12.0,14.0,12.0,5.0,7.0,8.0,6.0,19.0,18.0,17.0,19.0
On-road Traction,Water Speed,Air Handling,367,Baby Peach,Tanooki Kart,Off-Road,Peach Parasol,7.0,11.0,12.0,18.0,11.0,5.0,8.0,6.0,5.0,16.0,16.0,15.0,17.0
On-road Traction,Water Speed,Air Handling,1299,Metal Mario,Landship,Slim,Cloud Glider,12.0,11.0,13.0,9.0,11.0,12.0,16.0,13.0,13.0,12.0,12.0,9.0,12.0
On-road Traction,Water Speed,Air Handling,1209,Baby Peach,Tanooki Kart,Slim,Peach Parasol,6.0,10.0,13.0,13.0,12.0,5.0,6.0,8.0,6.0,19.0,19.0,16.0,19.0
On-road Traction,Water Speed,Air Handling,1231,Baby Peach,Cat Cruiser,Slim,Peach Parasol,5.0,13.0,13.0,9.0,14.0,5.0,4.0,8.0,7.0,19.0,17.0,16.0,20.0
On-road Traction,Water Speed,Air Handling,85,Toadette,Tanooki Kart,Slim,Cloud Glider,7.0,11.0,13.0,11.0,11.0,7.0,9.0,10.0,8.0,16.0,15.0,14.0,16.0
On-road Traction,Water Speed,Air Handling,83,Toad,Tanooki Kart,Slim,Peach Parasol,9.0,10.0,13.0,12.0,10.0,8.0,9.0,11.0,9.0,16.0,16.0,13.0,16.0
On-road Traction,Water Speed,Air Handling,1301,Metal Mario,Tanooki Kart,Roller,Cloud Glider,13.0,11.0,13.0,13.0,12.0,10.0,16.0,12.0,15.0,12.0,11.0,11.0,12.0
On-road Traction,Water Speed,Air Handling,1311,Donkey Kong,Landship,Standard,Cloud Glider,10.0,13.0,13.0,12.0,12.0,12.0,18.0,12.0,15.0,10.0,10.0,8.0,10.0
On-road Traction,Water Speed,Air Handling,685,Metal Mario,Cat Cruiser,Roller,Cloud Glider,12.0,14.0,13.0,9.0,14.0,10.0,14.0,12.0,16.0,12.0,9.0,11.0,13.0
On-road Traction,Water Speed,Air Handling,393,Baby Rosalina,Tanooki Kart,Slim,Cloud Glider,5.0,11.0,13.0,12.0,12.0,5.0,7.0,8.0,6.0,18.0,17.0,16.0,18.0
On-road Traction,Water Speed,Air Handling,245,Toadette,Tanooki Kart,Slim,Peach Parasol,8.0,11.0,14.0,10.0,11.0,7.0,8.0,10.0,8.0,16.0,16.0,13.0,16.0
On-road Traction,Water Speed,Air Handling,1415,Donkey Kong,Landship,Off-Road,Cloud Glider,11.0,12.0,14.0,13.0,10.0,13.0,19.0,12.0,13.0,8.0,8.0,7.0,9.0
On-road Traction,Water Speed,Air Handling,797,Luigi,Tanooki Kart,Slim,Cloud Glider,11.0,8.0,14.0,10.0,9.0,11.0,13.0,14.0,12.0,14.0,13.0,12.0,14.0
On-road Traction,Water Speed,Air Handling,705,Luigi,Cat Cruiser,Slim,Cloud Glider,10.0,11.0,14.0,6.0,11.0,11.0,11.0,14.0,13.0,14.0,11.0,12.0,15.0
On-road Traction,Water Speed,Air Handling,1219,Baby Rosalina,Tanooki Kart,Slim,Peach Parasol,6.0,11.0,14.0,11.0,12.0,5.0,6.0,8.0,6.0,18.0,18.0,15.0,18.0
On-road Traction,Water Speed,Air Handling,1225,Baby Rosalina,Cat Cruiser,Slim,Peach Parasol,5.0,14.0,14.0,7.0,14.0,5.0,4.0,8.0,7.0,18.0,16.0,15.0,19.0
On-road Traction,Water Speed,Air Handling,1409,Donkey Kong,Landship,Slim,Cloud Glider,10.0,11.0,15.0,8.0,11.0,13.0,17.0,14.0,14.0,11.0,11.0,8.0,11.0
On-road Traction,Water Speed,Air Handling,1411,Donkey Kong,Tanooki Kart,Roller,Cloud Glider,11.0,11.0,15.0,12.0,12.0,11.0,17.0,13.0,16.0,11.0,10.0,10.0,11.0
On-road Traction,Water Speed,Air Handling,1507,Donkey Kong,Steel Driver,Off-Road,Cloud Glider,15.0,7.0,15.0,10.0,6.0,16.0,19.0,14.0,11.0,5.0,8.0,6.0,7.0
On-road Traction,Water Speed,Air Handling,1583,Tanooki Mario,Cat Cruiser,Slim,Cloud Glider,9.0,12.0,16.0,6.0,12.0,10.0,10.0,13.0,12.0,14.0,11.0,12.0,15.0
On-road Traction,Water Speed,Air Handling,1395,Tanooki Mario,Tanooki Kart,Slim,Cloud Glider,10.0,9.0,16.0,10.0,10.0,10.0,12.0,13.0,11.0,14.0,13.0,12.0,14.0
On-road Traction,Water Speed,Air Handling,1563,Tanooki Mario,Cat Cruiser,Slim,Peach Parasol,10.0,12.0,17.0,5.0,12.0,10.0,9.0,13.0,12.0,14.0,12.0,11.0,15.0
On-road Traction,Water Speed,Air Handling,1537,Tanooki Mario,Tanooki Kart,Slim,Peach Parasol,11.0,9.0,17.0,9.0,10.0,10.0,11.0,13.0,11.0,14.0,14.0,11.0,14.0
On-road Traction,Water Speed,Air Handling,1437,Metal Mario,Tanooki Kart,Slim,Cloud Glider,15.0,7.0,17.0,10.0,8.0,13.0,15.0,16.0,14.0,12.0,11.0,10.0,12.0
On-road Traction,Water Speed,Air Handling,1483,Metal Mario,Cat Cruiser,Slim,Cloud Glider,14.0,10.0,17.0,6.0,10.0,13.0,13.0,16.0,15.0,12.0,9.0,10.0,13.0
On-road Traction,Water Speed,Air Handling,1451,Donkey Kong,Tanooki Kart,Standard,Cloud Glider,13.0,9.0,17.0,13.0,9.0,13.0,17.0,15.0,16.0,10.0,9.0,9.0,10.0
On-road Traction,Water Speed,Air Handling,1499,Rosalina,Cat Cruiser,Slim,Cloud Glider,11.0,10.0,18.0,8.0,11.0,12.0,12.0,15.0,14.0,12.0,9.0,10.0,13.0
On-road Traction,Water Speed,Air Handling,1549,Donkey Kong,Tanooki Kart,Off-Road,Cloud Glider,14.0,8.0,18.0,14.0,7.0,14.0,18.0,15.0,14.0,8.0,7.0,8.0,9.0
On-road Traction,Water Speed,Air Handling,1503,Metal Mario,Cat Cruiser,Slim,Peach Parasol,15.0,10.0,18.0,5.0,10.0,13.0,12.0,16.0,15.0,12.0,10.0,9.0,13.0
On-road Traction,Water Speed,Air Handling,1541,Rosalina,Cat Cruiser,Slim,Peach Parasol,12.0,10.0,19.0,7.0,11.0,12.0,11.0,15.0,14.0,12.0,10.0,9.0,13.0
On-road Traction,Water Speed,Air Handling,1545,Donkey Kong,Tanooki Kart,Slim,Cloud Glider,13.0,7.0,19.0,9.0,8.0,14.0,16.0,17.0,15.0,11.0,10.0,9.0,11.0
On-road Traction,Water Speed,Air Handling,1551,Donkey Kong,Tanooki Kart,Off-Road,Peach Parasol,15.0,8.0,19.0,13.0,7.0,14.0,17.0,15.0,14.0,8.0,8.0,7.0,9.0
On-road Traction,Water Speed,Air Handling,1443,Donkey Kong,Cat Cruiser,Slim,Cloud Glider,12.0,10.0,19.0,5.0,10.0,14.0,14.0,17.0,16.0,11.0,8.0,9.0,12.0
On-road Traction,Water Speed,Air Handling,1547,Donkey Kong,Tanooki Kart,Slim,Peach Parasol,14.0,7.0,20.0,8.0,8.0,14.0,15.0,17.0,15.0,11.0,11.0,8.0,11.0
On-road Traction,Water Speed,Air Handling,1509,Donkey Kong,Cat Cruiser,Slim,Peach Parasol,13.0,10.0,20.0,4.0,10.0,14.0,13.0,17.0,16.0,11.0,9.0,8.0,12.0
On-road Traction,Anti-gravity Speed,Air Speed,59,Bowser,Mach 8,Standard,Wario Wing,17.0,8.0,12.0,9.0,8.0,16.0,16.0,18.0,19.0,6.0,6.0,7.0,6.0
On-road Traction,Anti-gravity Speed,Air Speed,85,Bowser,Mach 8,Sponge,Wario Wing,16.0,8.0,12.0,10.0,9.0,15.0,14.0,17.0,20.0,5.0,4.0,6.0,6.0
On-road Traction,Anti-gravity Speed,Air Speed,12,Bowser,Cat Cruiser,Sponge,Wario Wing,15.0,10.0,14.0,9.0,10.0,14.0,13.0,15.0,20.0,7.0,4.0,5.0,8.0
On-road Traction,Anti-gravity Speed,Air Speed,123,Bowser,Mach 8,Slim,Wario Wing,17.0,6.0,14.0,5.0,7.0,17.0,15.0,20.0,18.0,7.0,7.0,7.0,7.0
On-road Traction,Anti-gravity Speed,Air Speed,127,Bowser,Cat Cruiser,Slim,Wario Wing,16.0,8.0,16.0,4.0,8.0,16.0,14.0,18.0,18.0,9.0,7.0,6.0,9.0
On-road Traction,Anti-gravity Speed,Air Speed,179,Donkey Kong,Mach 8,Sponge,Wario Wing,14.0,9.0,16.0,10.0,10.0,14.0,13.0,16.0,19.0,7.0,6.0,8.0,8.0
On-road Traction,Anti-gravity Speed,Air Speed,147,Donkey Kong,Cat Cruiser,Standard,Wario Wing,14.0,11.0,18.0,8.0,10.0,14.0,14.0,15.0,18.0,10.0,8.0,8.0,10.0
On-road Traction,Anti-gravity Speed,Air Speed,167,Donkey Kong,Cat Cruiser,Sponge,Wario Wing,13.0,11.0,18.0,9.0,11.0,13.0,12.0,14.0,19.0,9.0,6.0,7.0,10.0
On-road Traction,Anti-gravity Speed,Air Speed,215,Donkey Kong,Mach 8,Slim,Wario Wing,15.0,7.0,18.0,5.0,8.0,16.0,14.0,19.0,17.0,9.0,9.0,9.0,9.0
On-road Traction,Anti-gravity Speed,Air Speed,231,Donkey Kong,Standard Bike,Slim,Wario Wing,13.0,9.0,19.0,6.0,9.0,15.0,13.0,18.0,16.0,11.0,10.0,9.0,10.0
On-road Traction,Anti-gravity Speed,Air Speed,219,Donkey Kong,Cat Cruiser,Slim,Wario Wing,14.0,9.0,20.0,4.0,9.0,15.0,13.0,17.0,17.0,11.0,9.0,8.0,11.0
On-road Traction,Anti-gravity Speed,Ground Handling,98,Koopa Troopa,Standard Bike,Slim,Wario Wing,7.0,12.0,10.0,11.0,12.0,8.0,6.0,11.0,9.0,17.0,16.0,15.0,16.0
On-road Traction,Anti-gravity Speed,Ground Handling,761,Baby Peach,Biddybuggy,Slim,Peach Parasol,3.0,15.0,10.0,10.0,16.0,3.0,3.0,7.0,4.0,20.0,19.0,18.0,20.0
On-road Traction,Anti-gravity Speed,Ground Handling,760,Baby Peach,Biddybuggy,Slim,Wario Wing,4.0,14.0,10.0,10.0,15.0,4.0,3.0,7.0,5.0,20.0,19.0,18.0,19.0
On-road Traction,Anti-gravity Speed,Ground Handling,99,Koopa Troopa,Standard Bike,Slim,Peach Parasol,6.0,13.0,10.0,11.0,13.0,7.0,6.0,11.0,8.0,17.0,16.0,15.0,17.0
On-road Traction,Anti-gravity Speed,Ground Handling,380,Baby Peach,Mach 8,Slim,Peach Parasol,6.0,11.0,11.0,10.0,13.0,6.0,5.0,10.0,7.0,17.0,17.0,17.0,18.0
On-road Traction,Anti-gravity Speed,Ground Handling,353,Koopa Troopa,Cat Cruiser,Slim,Wario Wing,8.0,12.0,11.0,9.0,12.0,8.0,6.0,10.0,10.0,17.0,15.0,14.0,17.0
On-road Traction,Anti-gravity Speed,Ground Handling,354,Koopa Troopa,Cat Cruiser,Slim,Peach Parasol,7.0,13.0,11.0,9.0,13.0,7.0,6.0,10.0,9.0,17.0,15.0,14.0,18.0
On-road Traction,Anti-gravity Speed,Ground Handling,357,Koopa Troopa,Tanooki Kart,Slim,Wario Wing,9.0,9.0,11.0,13.0,10.0,8.0,8.0,10.0,9.0,17.0,17.0,14.0,16.0
On-road Traction,Anti-gravity Speed,Ground Handling,358,Koopa Troopa,Tanooki Kart,Slim,Peach Parasol,8.0,10.0,11.0,13.0,11.0,7.0,8.0,10.0,8.0,17.0,17.0,14.0,17.0
On-road Traction,Anti-gravity Speed,Ground Handling,375,Baby Mario,Standard Bike,Slim,Wario Wing,6.0,13.0,11.0,10.0,12.0,7.0,5.0,10.0,8.0,17.0,16.0,15.0,16.0
