Coord1,Coord2,Ind,Character,Kart,Wheel,Glider,Weight,Acceleration,On-road Traction,Off-road Traction,Mini-Turbo,Ground Speed,Water Speed,Anti-gravity Speed,Air Speed,Ground Handling,Water Handling,Anti-gravity Handling,Air Handling
Mini-Turbo,Ground Speed,5689,Wario,Blue Falcon,Button,Peach Parasol,10.0,10.0,9.0,7.0,11.0,15.0,14.0,17.0,16.0,7.0,8.0,10.0,6.0
Mini-Turbo,Ground Speed,5569,Donkey Kong,Mach 8,Standard,Wario Wing,15.0,9.0,16.0,9.0,11.0,15.0,15.0,17.0,18.0,8.0,8.0,9.0,8.0
Mini-Turbo,Ground Speed,5568,Donkey Kong,Mach 8,Standard,Super Glider,14.0,9.0,15.0,10.0,11.0,15.0,16.0,16.0,18.0,8.0,7.0,10.0,8.0
Mini-Turbo,Ground Speed,5561,Donkey Kong,Standard Kart,Slim,Peach Parasol,13.0,9.0,19.0,4.0,11.0,15.0,14.0,17.0,15.0,10.0,9.0,8.0,11.0
Mini-Turbo,Ground Speed,5560,Donkey Kong,Standard Kart,Slim,Cloud Glider,12.0,9.0,18.0,5.0,11.0,15.0,15.0,17.0,15.0,10.0,8.0,9.0,11.0
Mini-Turbo,Ground Speed,5557,Donkey Kong,Standard Kart,Standard,Wario Wing,14.0,10.0,17.0,8.0,11.0,15.0,15.0,15.0,17.0,9.0,8.0,8.0,9.0
Mini-Turbo,Ground Speed,5556,Donkey Kong,Standard Kart,Standard,Super Glider,13.0,10.0,16.0,9.0,11.0,15.0,16.0,14.0,17.0,9.0,7.0,9.0,9.0
Mini-Turbo,Ground Speed,5549,Bowser,Blue Falcon,Sponge,Peach Parasol,12.0,9.0,11.0,9.0,11.0,15.0,13.0,16.0,18.0,5.0,5.0,7.0,6.0
Mini-Turbo,Ground Speed,5500,Bowser,Mach 8,Standard,Cloud Glider,15.0,9.0,11.0,10.0,11.0,15.0,17.0,18.0,18.0,6.0,5.0,8.0,7.0
Mini-Turbo,Ground Speed,5493,Bowser,Standard Kart,Sponge,Wario Wing,15.0,9.0,13.0,9.0,11.0,15.0,14.0,15.0,19.0,6.0,4.0,5.0,7.0
Mini-Turbo,Ground Speed,5572,Donkey Kong,Mach 8,Slim,Cloud Glider,13.0,8.0,17.0,6.0,11.0,15.0,15.0,19.0,16.0,9.0,8.0,10.0,10.0
Mini-Turbo,Ground Speed,5491,Bowser,Standard Kart,Button,Wario Wing,14.0,10.0,12.0,6.0,11.0,15.0,15.0,16.0,17.0,7.0,6.0,7.0,6.0
Mini-Turbo,Ground Speed,5644,Wario,Mach 8,Button,Super Glider,13.0,9.0,9.0,9.0,11.0,15.0,16.0,17.0,18.0,7.0,6.0,10.0,6.0
Mini-Turbo,Ground Speed,5645,Wario,Mach 8,Button,Wario Wing,14.0,9.0,10.0,8.0,11.0,15.0,15.0,18.0,18.0,7.0,7.0,9.0,6.0
Mini-Turbo,Ground Speed,5646,Wario,Mach 8,Sponge,Super Glider,14.0,8.0,10.0,12.0,11.0,15.0,15.0,16.0,20.0,6.0,4.0,8.0,7.0
Mini-Turbo,Ground Speed,5647,Wario,Mach 8,Sponge,Wario Wing,15.0,8.0,11.0,11.0,11.0,15.0,14.0,17.0,20.0,6.0,5.0,7.0,7.0
Mini-Turbo,Ground Speed,5650,Wario,Cat Cruiser,Standard,Super Glider,14.0,10.0,12.0,10.0,11.0,15.0,16.0,15.0,19.0,9.0,6.0,8.0,9.0
Mini-Turbo,Ground Speed,5651,Wario,Cat Cruiser,Standard,Wario Wing,15.0,10.0,13.0,9.0,11.0,15.0,15.0,16.0,19.0,9.0,7.0,7.0,9.0
Mini-Turbo,Ground Speed,5654,Wario,Cat Cruiser,Slim,Cloud Glider,13.0,9.0,14.0,6.0,11.0,15.0,15.0,18.0,17.0,10.0,7.0,8.0,11.0
Mini-Turbo,Ground Speed,5655,Wario,Cat Cruiser,Slim,Peach Parasol,14.0,9.0,15.0,5.0,11.0,15.0,14.0,18.0,17.0,10.0,8.0,7.0,11.0
Mini-Turbo,Ground Speed,5656,Wario,Prancer,Roller,Super Glider,11.0,9.0,7.0,8.0,11.0,15.0,17.0,13.0,18.0,9.0,8.0,8.0,9.0
Mini-Turbo,Ground Speed,5657,Wario,Prancer,Roller,Wario Wing,12.0,9.0,8.0,7.0,11.0,15.0,16.0,14.0,18.0,9.0,9.0,7.0,9.0
Mini-Turbo,Ground Speed,5643,Wario,Mach 8,Standard,Peach Parasol,15.0,9.0,11.0,10.0,11.0,15.0,16.0,18.0,18.0,7.0,7.0,8.0,8.0
Mini-Turbo,Ground Speed,5658,Wario,Prancer,Button,Cloud Glider,10.0,9.0,8.0,7.0,11.0,15.0,16.0,16.0,16.0,8.0,7.0,8.0,8.0
Mini-Turbo,Ground Speed,5660,Wario,Prancer,Sponge,Cloud Glider,11.0,8.0,9.0,10.0,11.0,15.0,15.0,15.0,18.0,7.0,5.0,6.0,9.0
Mini-Turbo,Ground Speed,5661,Wario,Prancer,Sponge,Peach Parasol,12.0,8.0,10.0,9.0,11.0,15.0,14.0,15.0,18.0,7.0,6.0,5.0,9.0
Mini-Turbo,Ground Speed,5674,Wario,Sneeker,Roller,Super Glider,12.0,9.0,7.0,6.0,11.0,15.0,16.0,13.0,18.0,9.0,7.0,9.0,8.0
Mini-Turbo,Ground Speed,5675,Wario,Sneeker,Roller,Wario Wing,13.0,9.0,8.0,5.0,11.0,15.0,15.0,14.0,18.0,9.0,8.0,8.0,8.0
Mini-Turbo,Ground Speed,5676,Wario,Sneeker,Button,Cloud Glider,11.0,9.0,8.0,5.0,11.0,15.0,15.0,16.0,16.0,8.0,6.0,9.0,7.0
Mini-Turbo,Ground Speed,5677,Wario,Sneeker,Button,Peach Parasol,12.0,9.0,9.0,4.0,11.0,15.0,14.0,16.0,16.0,8.0,7.0,8.0,7.0
Mini-Turbo,Ground Speed,5678,Wario,Sneeker,Sponge,Cloud Glider,12.0,8.0,9.0,8.0,11.0,15.0,14.0,15.0,18.0,7.0,4.0,7.0,8.0
Mini-Turbo,Ground Speed,5679,Wario,Sneeker,Sponge,Peach Parasol,13.0,8.0,10.0,7.0,11.0,15.0,13.0,15.0,18.0,7.0,5.0,6.0,8.0
Mini-Turbo,Ground Speed,5687,Wario,Blue Falcon,Roller,Wario Wing,11.0,10.0,8.0,8.0,11.0,15.0,15.0,15.0,18.0,8.0,9.0,10.0,7.0
Mini-Turbo,Ground Speed,5492,Bowser,Standard Kart,Sponge,Super Glider,14.0,9.0,12.0,10.0,11.0,15.0,15.0,14.0,19.0,6.0,3.0,6.0,7.0
Mini-Turbo,Ground Speed,5659,Wario,Prancer,Button,Peach Parasol,11.0,9.0,9.0,6.0,11.0,15.0,15.0,16.0,16.0,8.0,8.0,7.0,8.0
Mini-Turbo,Ground Speed,5642,Wario,Mach 8,Standard,Cloud Glider,14.0,9.0,10.0,11.0,11.0,15.0,17.0,18.0,18.0,7.0,6.0,9.0,8.0
Mini-Turbo,Ground Speed,5618,Donkey Kong,Blue Falcon,Standard,Cloud Glider,10.0,10.0,14.0,9.0,11.0,15.0,15.0,16.0,16.0,8.0,8.0,11.0,8.0
Mini-Turbo,Ground Speed,5634,Wario,Standard Kart,Sponge,Super Glider,13.0,9.0,11.0,11.0,11.0,15.0,15.0,14.0,19.0,7.0,4.0,7.0,8.0
Mini-Turbo,Ground Speed,5490,Bowser,Standard Kart,Button,Super Glider,13.0,10.0,11.0,7.0,11.0,15.0,16.0,15.0,17.0,7.0,5.0,8.0,6.0
Mini-Turbo,Ground Speed,5635,Wario,Standard Kart,Sponge,Wario Wing,14.0,9.0,12.0,10.0,11.0,15.0,14.0,15.0,19.0,7.0,5.0,6.0,8.0
Mini-Turbo,Ground Speed,5489,Bowser,Standard Kart,Standard,Peach Parasol,15.0,10.0,13.0,8.0,11.0,15.0,16.0,16.0,17.0,7.0,6.0,6.0,8.0
Mini-Turbo,Ground Speed,5488,Bowser,Standard Kart,Standard,Cloud Glider,14.0,10.0,12.0,9.0,11.0,15.0,17.0,16.0,17.0,7.0,5.0,7.0,8.0
Mini-Turbo,Ground Speed,5262,Luigi,Blue Falcon,Slim,Super Glider,9.0,8.0,11.0,6.0,11.0,15.0,12.0,15.0,14.0,12.0,12.0,14.0,11.0
Mini-Turbo,Ground Speed,5251,Luigi,Sneeker,Slim,Wario Wing,12.0,7.0,12.0,2.0,11.0,15.0,11.0,15.0,14.0,13.0,12.0,11.0,12.0
Mini-Turbo,Ground Speed,5250,Luigi,Sneeker,Slim,Super Glider,11.0,7.0,11.0,3.0,11.0,15.0,12.0,14.0,14.0,13.0,11.0,12.0,12.0
Mini-Turbo,Ground Speed,5241,Luigi,Prancer,Slim,Wario Wing,11.0,7.0,12.0,4.0,11.0,15.0,12.0,15.0,14.0,13.0,13.0,10.0,13.0
Mini-Turbo,Ground Speed,5240,Luigi,Prancer,Slim,Super Glider,10.0,7.0,11.0,5.0,11.0,15.0,13.0,14.0,14.0,13.0,12.0,11.0,13.0
Mini-Turbo,Ground Speed,5191,Mario,Blue Falcon,Slim,Wario Wing,10.0,8.0,11.0,6.0,11.0,15.0,11.0,16.0,14.0,11.0,12.0,12.0,10.0
Mini-Turbo,Ground Speed,5190,Mario,Blue Falcon,Slim,Super Glider,9.0,8.0,10.0,7.0,11.0,15.0,12.0,15.0,14.0,11.0,11.0,13.0,10.0
Mini-Turbo,Ground Speed,5263,Luigi,Blue Falcon,Slim,Wario Wing,10.0,8.0,12.0,5.0,11.0,15.0,11.0,16.0,14.0,12.0,13.0,13.0,11.0
Mini-Turbo,Ground Speed,5178,Mario,Sneeker,Slim,Super Glider,11.0,7.0,10.0,4.0,11.0,15.0,12.0,14.0,14.0,12.0,10.0,11.0,11.0
Mini-Turbo,Ground Speed,5179,Mario,Sneeker,Slim,Wario Wing,12.0,7.0,11.0,3.0,11.0,15.0,11.0,15.0,14.0,12.0,11.0,10.0,11.0
Mini-Turbo,Ground Speed,5633,Wario,Standard Kart,Button,Wario Wing,13.0,10.0,11.0,7.0,11.0,15.0,15.0,16.0,17.0,8.0,7.0,8.0,7.0
Mini-Turbo,Ground Speed,5631,Wario,Standard Kart,Standard,Peach Parasol,14.0,10.0,12.0,9.0,11.0,15.0,16.0,16.0,17.0,8.0,7.0,7.0,9.0
Mini-Turbo,Ground Speed,5632,Wario,Standard Kart,Button,Super Glider,12.0,10.0,10.0,8.0,11.0,15.0,16.0,15.0,17.0,8.0,6.0,9.0,7.0
Mini-Turbo,Ground Speed,5623,Donkey Kong,Blue Falcon,Sponge,Wario Wing,11.0,9.0,15.0,9.0,11.0,15.0,12.0,15.0,18.0,7.0,7.0,9.0,7.0
Mini-Turbo,Ground Speed,5630,Wario,Standard Kart,Standard,Cloud Glider,13.0,10.0,11.0,10.0,11.0,15.0,17.0,16.0,17.0,8.0,6.0,8.0,9.0
Mini-Turbo,Ground Speed,5621,Donkey Kong,Blue Falcon,Button,Wario Wing,10.0,10.0,14.0,6.0,11.0,15.0,13.0,16.0,16.0,8.0,9.0,11.0,6.0
Mini-Turbo,Ground Speed,5620,Donkey Kong,Blue Falcon,Button,Super Glider,9.0,10.0,13.0,7.0,11.0,15.0,14.0,15.0,16.0,8.0,8.0,12.0,6.0
Mini-Turbo,Ground Speed,5168,Mario,Prancer,Slim,Super Glider,10.0,7.0,10.0,6.0,11.0,15.0,13.0,14.0,14.0,12.0,11.0,10.0,12.0
Mini-Turbo,Ground Speed,5169,Mario,Prancer,Slim,Wario Wing,11.0,7.0,11.0,5.0,11.0,15.0,12.0,15.0,14.0,12.0,12.0,9.0,12.0
Mini-Turbo,Ground Speed,5622,Donkey Kong,Blue Falcon,Sponge,Super Glider,10.0,9.0,14.0,10.0,11.0,15.0,13.0,14.0,18.0,7.0,6.0,10.0,7.0
Mini-Turbo,Ground Speed,2550,Wario,Standard Kart,Roller,Super Glider,12.0,11.0,9.0,9.0,12.0,14.0,17.0,13.0,18.0,9.0,7.0,9.0,9.0
Mini-Turbo,Ground Speed,2551,Wario,Standard Kart,Roller,Wario Wing,13.0,11.0,10.0,8.0,12.0,14.0,16.0,14.0,18.0,9.0,8.0,8.0,9.0
Mini-Turbo,Ground Speed,2552,Wario,Standard Kart,Button,Cloud Glider,11.0,11.0,10.0,8.0,12.0,14.0,16.0,16.0,16.0,8.0,6.0,9.0,8.0
Mini-Turbo,Ground Speed,2553,Wario,Standard Kart,Button,Peach Parasol,12.0,11.0,11.0,7.0,12.0,14.0,15.0,16.0,16.0,8.0,7.0,8.0,8.0
Mini-Turbo,Ground Speed,2554,Wario,Standard Kart,Sponge,Cloud Glider,12.0,10.0,11.0,11.0,12.0,14.0,15.0,15.0,18.0,7.0,4.0,7.0,9.0
Mini-Turbo,Ground Speed,2555,Wario,Standard Kart,Sponge,Peach Parasol,13.0,10.0,12.0,10.0,12.0,14.0,14.0,15.0,18.0,7.0,5.0,6.0,9.0
Mini-Turbo,Ground Speed,2566,Wario,Mach 8,Sponge,Cloud Glider,13.0,9.0,10.0,12.0,12.0,14.0,15.0,17.0,19.0,6.0,4.0,8.0,8.0
Mini-Turbo,Ground Speed,2563,Wario,Mach 8,Roller,Wario Wing,14.0,10.0,9.0,9.0,12.0,14.0,16.0,16.0,19.0,8.0,8.0,9.0,8.0
Mini-Turbo,Ground Speed,2564,Wario,Mach 8,Button,Cloud Glider,12.0,10.0,9.0,9.0,12.0,14.0,16.0,18.0,17.0,7.0,6.0,10.0,7.0
Mini-Turbo,Ground Speed,2565,Wario,Mach 8,Button,Peach Parasol,13.0,10.0,10.0,8.0,12.0,14.0,15.0,18.0,17.0,7.0,7.0,9.0,7.0
Mini-Turbo,Ground Speed,2567,Wario,Mach 8,Sponge,Peach Parasol,14.0,9.0,11.0,11.0,12.0,14.0,14.0,17.0,19.0,6.0,5.0,7.0,8.0
Mini-Turbo,Ground Speed,2568,Wario,Cat Cruiser,Standard,Cloud Glider,13.0,11.0,12.0,10.0,12.0,14.0,16.0,16.0,18.0,9.0,6.0,8.0,10.0
Mini-Turbo,Ground Speed,2569,Wario,Cat Cruiser,Standard,Peach Parasol,14.0,11.0,13.0,9.0,12.0,14.0,15.0,16.0,18.0,9.0,7.0,7.0,10.0
Mini-Turbo,Ground Speed,2543,Donkey Kong,Blue Falcon,Sponge,Peach Parasol,10.0,10.0,15.0,9.0,12.0,14.0,12.0,15.0,17.0,7.0,7.0,9.0,8.0
Mini-Turbo,Ground Speed,2562,Wario,Mach 8,Roller,Super Glider,13.0,10.0,8.0,10.0,12.0,14.0,17.0,15.0,19.0,8.0,7.0,10.0,8.0
Mini-Turbo,Ground Speed,2542,Donkey Kong,Blue Falcon,Sponge,Cloud Glider,9.0,10.0,14.0,10.0,12.0,14.0,13.0,15.0,17.0,7.0,6.0,10.0,8.0
Mini-Turbo,Ground Speed,2513,Donkey Kong,Prancer,Sponge,Peach Parasol,11.0,9.0,15.0,8.0,12.0,14.0,13.0,14.0,17.0,8.0,7.0,6.0,10.0
Mini-Turbo,Ground Speed,2540,Donkey Kong,Blue Falcon,Button,Cloud Glider,8.0,11.0,13.0,7.0,12.0,14.0,14.0,16.0,15.0,8.0,8.0,12.0,7.0
Mini-Turbo,Ground Speed,2507,Donkey Kong,Cat Cruiser,Slim,Peach Parasol,13.0,10.0,20.0,4.0,12.0,14.0,13.0,17.0,16.0,11.0,9.0,8.0,12.0
Mini-Turbo,Ground Speed,2508,Donkey Kong,Prancer,Roller,Super Glider,10.0,10.0,12.0,7.0,12.0,14.0,16.0,12.0,17.0,10.0,9.0,9.0,10.0
Mini-Turbo,Ground Speed,2509,Donkey Kong,Prancer,Roller,Wario Wing,11.0,10.0,13.0,6.0,12.0,14.0,15.0,13.0,17.0,10.0,10.0,8.0,10.0
Mini-Turbo,Ground Speed,2510,Donkey Kong,Prancer,Button,Cloud Glider,9.0,10.0,13.0,6.0,12.0,14.0,15.0,15.0,15.0,9.0,8.0,9.0,9.0
Mini-Turbo,Ground Speed,2511,Donkey Kong,Prancer,Button,Peach Parasol,10.0,10.0,14.0,5.0,12.0,14.0,14.0,15.0,15.0,9.0,9.0,8.0,9.0
Mini-Turbo,Ground Speed,2512,Donkey Kong,Prancer,Sponge,Cloud Glider,10.0,9.0,14.0,9.0,12.0,14.0,14.0,14.0,17.0,8.0,6.0,7.0,10.0
Mini-Turbo,Ground Speed,2570,Wario,Cat Cruiser,Button,Super Glider,12.0,11.0,11.0,8.0,12.0,14.0,15.0,15.0,18.0,9.0,6.0,9.0,8.0
Mini-Turbo,Ground Speed,2526,Donkey Kong,Sneeker,Roller,Super Glider,11.0,10.0,12.0,5.0,12.0,14.0,15.0,12.0,17.0,10.0,8.0,10.0,9.0
Mini-Turbo,Ground Speed,2527,Donkey Kong,Sneeker,Roller,Wario Wing,12.0,10.0,13.0,4.0,12.0,14.0,14.0,13.0,17.0,10.0,9.0,9.0,9.0
Mini-Turbo,Ground Speed,2528,Donkey Kong,Sneeker,Button,Cloud Glider,10.0,10.0,13.0,4.0,12.0,14.0,14.0,15.0,15.0,9.0,7.0,10.0,8.0
Mini-Turbo,Ground Speed,2529,Donkey Kong,Sneeker,Button,Peach Parasol,11.0,10.0,14.0,3.0,12.0,14.0,13.0,15.0,15.0,9.0,8.0,9.0,8.0
Mini-Turbo,Ground Speed,2530,Donkey Kong,Sneeker,Sponge,Cloud Glider,11.0,9.0,14.0,7.0,12.0,14.0,13.0,14.0,17.0,8.0,5.0,8.0,9.0
Mini-Turbo,Ground Speed,2531,Donkey Kong,Sneeker,Sponge,Peach Parasol,12.0,9.0,15.0,6.0,12.0,14.0,12.0,14.0,17.0,8.0,6.0,7.0,9.0
Mini-Turbo,Ground Speed,2538,Donkey Kong,Blue Falcon,Roller,Super Glider,9.0,11.0,12.0,8.0,12.0,14.0,15.0,13.0,17.0,9.0,9.0,12.0,8.0
Mini-Turbo,Ground Speed,2539,Donkey Kong,Blue Falcon,Roller,Wario Wing,10.0,11.0,13.0,7.0,12.0,14.0,14.0,14.0,17.0,9.0,10.0,11.0,8.0
Mini-Turbo,Ground Speed,2541,Donkey Kong,Blue Falcon,Button,Peach Parasol,9.0,11.0,14.0,6.0,12.0,14.0,13.0,16.0,15.0,8.0,9.0,11.0,7.0
Mini-Turbo,Ground Speed,2571,Wario,Cat Cruiser,Button,Wario Wing,13.0,11.0,12.0,7.0,12.0,14.0,14.0,16.0,18.0,9.0,7.0,8.0,8.0
Mini-Turbo,Ground Speed,2605,Rosalina,Standard Kart,Slim,Peach Parasol,12.0,9.0,18.0,7.0,12.0,14.0,13.0,16.0,14.0,11.0,10.0,9.0,12.0
Mini-Turbo,Ground Speed,2573,Wario,Cat Cruiser,Sponge,Wario Wing,14.0,10.0,13.0,10.0,12.0,14.0,13.0,15.0,20.0,8.0,5.0,6.0,9.0
Mini-Turbo,Ground Speed,2636,Rosalina,Prancer,Sponge,Super Glider,10.0,8.0,13.0,12.0,12.0,14.0,13.0,12.0,17.0,9.0,7.0,8.0,10.0
Mini-Turbo,Ground Speed,2637,Rosalina,Prancer,Sponge,Wario Wing,11.0,8.0,14.0,11.0,12.0,14.0,12.0,13.0,17.0,9.0,8.0,7.0,10.0
Mini-Turbo,Ground Speed,2651,Rosalina,Sneeker,Standard,Peach Parasol,12.0,9.0,14.0,8.0,12.0,14.0,13.0,14.0,15.0,10.0,9.0,9.0,10.0
Mini-Turbo,Ground Speed,2652,Rosalina,Sneeker,Button,Super Glider,10.0,9.0,12.0,7.0,12.0,14.0,13.0,13.0,15.0,10.0,8.0,11.0,8.0
Mini-Turbo,Ground Speed,2653,Rosalina,Sneeker,Button,Wario Wing,11.0,9.0,13.0,6.0,12.0,14.0,12.0,14.0,15.0,10.0,9.0,10.0,8.0
Mini-Turbo,Ground Speed,2654,Rosalina,Sneeker,Sponge,Super Glider,11.0,8.0,13.0,10.0,12.0,14.0,12.0,12.0,17.0,9.0,6.0,9.0,9.0
Mini-Turbo,Ground Speed,2635,Rosalina,Prancer,Button,Wario Wing,10.0,9.0,13.0,8.0,12.0,14.0,13.0,14.0,15.0,10.0,10.0,9.0,9.0
Mini-Turbo,Ground Speed,2655,Rosalina,Sneeker,Sponge,Wario Wing,12.0,8.0,14.0,9.0,12.0,14.0,11.0,13.0,17.0,9.0,7.0,8.0,9.0
Mini-Turbo,Ground Speed,2663,Rosalina,Blue Falcon,Standard,Peach Parasol,10.0,10.0,14.0,11.0,12.0,14.0,13.0,15.0,15.0,9.0,10.0,11.0,9.0
Mini-Turbo,Ground Speed,2664,Rosalina,Blue Falcon,Button,Super Glider,8.0,10.0,12.0,10.0,12.0,14.0,13.0,14.0,15.0,9.0,9.0,13.0,7.0
Mini-Turbo,Ground Speed,2665,Rosalina,Blue Falcon,Button,Wario Wing,9.0,10.0,13.0,9.0,12.0,14.0,12.0,15.0,15.0,9.0,10.0,12.0,7.0
Mini-Turbo,Ground Speed,2666,Rosalina,Blue Falcon,Sponge,Super Glider,9.0,9.0,13.0,13.0,12.0,14.0,12.0,13.0,17.0,8.0,7.0,11.0,8.0
Mini-Turbo,Ground Speed,2667,Rosalina,Blue Falcon,Sponge,Wario Wing,10.0,9.0,14.0,12.0,12.0,14.0,11.0,14.0,17.0,8.0,8.0,10.0,8.0
Mini-Turbo,Ground Speed,2506,Donkey Kong,Cat Cruiser,Slim,Cloud Glider,12.0,10.0,19.0,5.0,12.0,14.0,14.0,17.0,16.0,11.0,8.0,9.0,12.0
Mini-Turbo,Ground Speed,2662,Rosalina,Blue Falcon,Standard,Cloud Glider,9.0,10.0,13.0,12.0,12.0,14.0,14.0,15.0,15.0,9.0,9.0,12.0,9.0
Mini-Turbo,Ground Speed,2634,Rosalina,Prancer,Button,Super Glider,9.0,9.0,12.0,9.0,12.0,14.0,14.0,13.0,15.0,10.0,9.0,10.0,9.0
Mini-Turbo,Ground Speed,2633,Rosalina,Prancer,Standard,Peach Parasol,11.0,9.0,14.0,10.0,12.0,14.0,14.0,14.0,15.0,10.0,10.0,8.0,11.0
Mini-Turbo,Ground Speed,2632,Rosalina,Prancer,Standard,Cloud Glider,10.0,9.0,13.0,11.0,12.0,14.0,15.0,14.0,15.0,10.0,9.0,9.0,11.0
Mini-Turbo,Ground Speed,2574,Wario,Prancer,Roller,Cloud Glider,10.0,10.0,7.0,8.0,12.0,14.0,17.0,14.0,17.0,9.0,8.0,8.0,10.0
Mini-Turbo,Ground Speed,2575,Wario,Prancer,Roller,Peach Parasol,11.0,10.0,8.0,7.0,12.0,14.0,16.0,14.0,17.0,9.0,9.0,7.0,10.0
Mini-Turbo,Ground Speed,2588,Wario,Sneeker,Roller,Cloud Glider,11.0,10.0,7.0,6.0,12.0,14.0,16.0,14.0,17.0,9.0,7.0,9.0,9.0
Mini-Turbo,Ground Speed,2589,Wario,Sneeker,Roller,Peach Parasol,12.0,10.0,8.0,5.0,12.0,14.0,15.0,14.0,17.0,9.0,8.0,8.0,9.0
Mini-Turbo,Ground Speed,2596,Wario,Blue Falcon,Roller,Cloud Glider,9.0,11.0,7.0,9.0,12.0,14.0,16.0,15.0,17.0,8.0,8.0,11.0,8.0
Mini-Turbo,Ground Speed,2597,Wario,Blue Falcon,Roller,Peach Parasol,10.0,11.0,8.0,8.0,12.0,14.0,15.0,15.0,17.0,8.0,9.0,10.0,8.0
Mini-Turbo,Ground Speed,2600,Rosalina,Standard Kart,Standard,Super Glider,12.0,10.0,15.0,12.0,12.0,14.0,15.0,13.0,16.0,10.0,8.0,10.0,10.0
Mini-Turbo,Ground Speed,2601,Rosalina,Standard Kart,Standard,Wario Wing,13.0,10.0,16.0,11.0,12.0,14.0,14.0,14.0,16.0,10.0,9.0,9.0,10.0
Mini-Turbo,Ground Speed,2604,Rosalina,Standard Kart,Slim,Cloud Glider,11.0,9.0,17.0,8.0,12.0,14.0,14.0,16.0,14.0,11.0,9.0,10.0,12.0
Mini-Turbo,Ground Speed,2612,Rosalina,Mach 8,Standard,Super Glider,13.0,9.0,14.0,13.0,12.0,14.0,15.0,15.0,17.0,9.0,8.0,11.0,9.0
Mini-Turbo,Ground Speed,2613,Rosalina,Mach 8,Standard,Wario Wing,14.0,9.0,15.0,12.0,12.0,14.0,14.0,16.0,17.0,9.0,9.0,10.0,9.0
Mini-Turbo,Ground Speed,2616,Rosalina,Mach 8,Slim,Cloud Glider,12.0,8.0,16.0,9.0,12.0,14.0,14.0,18.0,15.0,10.0,9.0,11.0,11.0
Mini-Turbo,Ground Speed,2617,Rosalina,Mach 8,Slim,Peach Parasol,13.0,8.0,17.0,8.0,12.0,14.0,13.0,18.0,15.0,10.0,10.0,10.0,11.0
Mini-Turbo,Ground Speed,2626,Rosalina,Cat Cruiser,Slim,Super Glider,12.0,9.0,18.0,8.0,12.0,14.0,13.0,15.0,16.0,12.0,9.0,10.0,12.0
Mini-Turbo,Ground Speed,2627,Rosalina,Cat Cruiser,Slim,Wario Wing,13.0,9.0,19.0,7.0,12.0,14.0,12.0,16.0,16.0,12.0,10.0,9.0,12.0
Mini-Turbo,Ground Speed,2572,Wario,Cat Cruiser,Sponge,Super Glider,13.0,10.0,12.0,11.0,12.0,14.0,14.0,14.0,20.0,8.0,4.0,7.0,9.0
Mini-Turbo,Ground Speed,2650,Rosalina,Sneeker,Standard,Cloud Glider,11.0,9.0,13.0,9.0,12.0,14.0,14.0,14.0,15.0,10.0,8.0,10.0,10.0
Mini-Turbo,Ground Speed,2503,Donkey Kong,Cat Cruiser,Standard,Wario Wing,14.0,11.0,18.0,8.0,12.0,14.0,14.0,15.0,18.0,10.0,8.0,8.0,10.0
Mini-Turbo,Ground Speed,2499,Donkey Kong,Mach 8,Sponge,Wario Wing,14.0,9.0,16.0,10.0,12.0,14.0,13.0,16.0,19.0,7.0,6.0,8.0,8.0
Mini-Turbo,Ground Speed,2081,Luigi,Mach 8,Slim,Wario Wing,13.0,8.0,13.0,6.0,12.0,14.0,12.0,17.0,15.0,12.0,12.0,12.0,12.0
Mini-Turbo,Ground Speed,2104,Luigi,Prancer,Standard,Super Glider,10.0,9.0,9.0,9.0,12.0,14.0,14.0,12.0,15.0,12.0,11.0,11.0,12.0
Mini-Turbo,Ground Speed,2105,Luigi,Prancer,Standard,Wario Wing,11.0,9.0,10.0,8.0,12.0,14.0,13.0,13.0,15.0,12.0,12.0,10.0,12.0
Mini-Turbo,Ground Speed,2108,Luigi,Prancer,Slim,Cloud Glider,9.0,8.0,11.0,5.0,12.0,14.0,13.0,15.0,13.0,13.0,12.0,11.0,14.0
Mini-Turbo,Ground Speed,2109,Luigi,Prancer,Slim,Peach Parasol,10.0,8.0,12.0,4.0,12.0,14.0,12.0,15.0,13.0,13.0,13.0,10.0,14.0
Mini-Turbo,Ground Speed,2120,Luigi,Sneeker,Standard,Super Glider,11.0,9.0,9.0,7.0,12.0,14.0,13.0,12.0,15.0,12.0,10.0,12.0,11.0
Mini-Turbo,Ground Speed,2121,Luigi,Sneeker,Standard,Wario Wing,12.0,9.0,10.0,6.0,12.0,14.0,12.0,13.0,15.0,12.0,11.0,11.0,11.0
Mini-Turbo,Ground Speed,2124,Luigi,Sneeker,Slim,Cloud Glider,10.0,8.0,11.0,3.0,12.0,14.0,12.0,15.0,13.0,13.0,11.0,12.0,13.0
Mini-Turbo,Ground Speed,2125,Luigi,Sneeker,Slim,Peach Parasol,11.0,8.0,12.0,2.0,12.0,14.0,11.0,15.0,13.0,13.0,12.0,11.0,13.0
Mini-Turbo,Ground Speed,2132,Luigi,Blue Falcon,Standard,Super Glider,9.0,10.0,9.0,10.0,12.0,14.0,13.0,13.0,15.0,11.0,11.0,14.0,10.0
Mini-Turbo,Ground Speed,2133,Luigi,Blue Falcon,Standard,Wario Wing,10.0,10.0,10.0,9.0,12.0,14.0,12.0,14.0,15.0,11.0,12.0,13.0,10.0
