,Weight,Acceleration,On-road Traction,Off-road Traction,Mini-Turbo,Ground Speed,Water Speed,Anti-gravity Speed,Air Speed,Ground Handling,Water Handling,Anti-gravity Handling,Air Handling,Character,Kart,Wheel,Glider
1005,10.0,7.0,7.0,8.0,10.0,15.0,11.0,12.0,13.0,10.0,11.0,11.0,7.0,Peach,Blue Falcon,Metal,Wario Wing
1015,10.0,10.0,10.0,16.0,13.0,11.0,14.0,11.0,14.0,13.0,12.0,12.0,12.0,Peach,Tanooki Kart,Standard,Super Glider
1018,10.0,11.0,11.0,15.0,14.0,10.0,13.0,12.0,13.0,13.0,13.0,11.0,13.0,Peach,Tanooki Kart,Standard,Peach Parasol
1027,10.0,8.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,14.0,13.0,12.0,13.0,Peach,Tanooki Kart,Slim,Super Glider
1030,10.0,9.0,13.0,11.0,13.0,11.0,12.0,14.0,12.0,14.0,14.0,11.0,14.0,Peach,Tanooki Kart,Slim,Peach Parasol
5591,10.0,13.0,12.0,14.0,14.0,9.0,13.0,9.0,10.0,10.0,12.0,7.0,11.0,Tanooki Mario,Landship,Monster,Peach Parasol
5588,10.0,12.0,11.0,15.0,13.0,10.0,14.0,8.0,11.0,10.0,11.0,8.0,10.0,Tanooki Mario,Landship,Monster,Super Glider
1042,10.0,10.0,11.0,17.0,12.0,11.0,15.0,12.0,11.0,11.0,10.0,11.0,12.0,Peach,Tanooki Kart,Off-Road,Cloud Glider
1047,10.0,10.0,11.0,16.0,14.0,10.0,11.0,11.0,15.0,12.0,11.0,10.0,12.0,Peach,Tanooki Kart,Sponge,Wario Wing
1053,10.0,11.0,10.0,15.0,13.0,10.0,10.0,9.0,10.0,11.0,10.0,11.0,12.0,Toad,Standard Kart,Monster,Super Glider
1056,10.0,12.0,11.0,14.0,14.0,9.0,9.0,10.0,9.0,11.0,11.0,10.0,13.0,Toad,Standard Kart,Monster,Peach Parasol
1066,10.0,10.0,12.0,7.0,11.0,12.0,7.0,12.0,9.0,13.0,10.0,12.0,12.0,Toad,Standard Kart,Slick,Wario Wing
1067,10.0,9.0,8.0,10.0,11.0,12.0,11.0,8.0,11.0,13.0,11.0,12.0,11.0,Toad,Standard Kart,Metal,Super Glider
1070,10.0,10.0,9.0,9.0,12.0,11.0,10.0,9.0,10.0,13.0,12.0,11.0,12.0,Toad,Standard Kart,Metal,Peach Parasol
1077,10.0,12.0,11.0,13.0,12.0,11.0,11.0,10.0,10.0,12.0,11.0,12.0,13.0,Toad,Standard Kart,Off-Road,Wario Wing
1089,10.0,13.0,11.0,15.0,14.0,8.0,9.0,8.0,8.0,13.0,13.0,11.0,11.0,Toad,Pipe Frame,Monster,Wario Wing
1102,10.0,11.0,9.0,10.0,12.0,10.0,10.0,7.0,9.0,15.0,14.0,12.0,10.0,Toad,Pipe Frame,Metal,Wario Wing
1118,10.0,12.0,9.0,13.0,14.0,10.0,10.0,12.0,13.0,13.0,13.0,14.0,13.0,Toad,Mach 8,Standard,Wario Wing
1121,10.0,11.0,9.0,16.0,14.0,9.0,10.0,12.0,10.0,10.0,10.0,12.0,12.0,Toad,Mach 8,Monster,Cloud Glider
949,10.0,7.0,9.0,4.0,10.0,15.0,9.0,13.0,11.0,11.0,7.0,11.0,9.0,Peach,Sneeker,Slick,Super Glider
948,10.0,8.0,10.0,4.0,12.0,14.0,10.0,14.0,13.0,13.0,12.0,11.0,12.0,Peach,Sneeker,Slim,Wario Wing
942,10.0,10.0,8.0,8.0,13.0,13.0,11.0,12.0,14.0,12.0,11.0,11.0,11.0,Peach,Sneeker,Standard,Wario Wing
926,10.0,10.0,6.0,11.0,12.0,12.0,14.0,8.0,12.0,12.0,13.0,8.0,9.0,Peach,Landship,Metal,Wario Wing
775,10.0,11.0,9.0,13.0,15.0,11.0,10.0,13.0,16.0,10.0,9.0,11.0,11.0,Peach,Mach 8,Sponge,Wario Wing
5645,10.0,12.0,14.0,14.0,13.0,10.0,11.0,13.0,11.0,10.0,9.0,10.0,11.0,Tanooki Mario,Standard Bike,Monster,Cloud Glider
778,10.0,10.0,7.0,12.0,13.0,12.0,15.0,11.0,10.0,10.0,13.0,10.0,11.0,Peach,Steel Driver,Standard,Cloud Glider
5642,10.0,13.0,14.0,11.0,13.0,11.0,11.0,13.0,14.0,13.0,12.0,12.0,12.0,Tanooki Mario,Standard Bike,Standard,Wario Wing
785,10.0,11.0,6.0,10.0,14.0,11.0,14.0,9.0,11.0,11.0,15.0,10.0,11.0,Peach,Steel Driver,Roller,Wario Wing
788,10.0,8.0,9.0,8.0,12.0,13.0,14.0,13.0,9.0,11.0,14.0,10.0,12.0,Peach,Steel Driver,Slim,Cloud Glider
5639,10.0,10.0,12.0,7.0,13.0,12.0,9.0,11.0,15.0,11.0,9.0,10.0,11.0,Tanooki Mario,Sneeker,Sponge,Wario Wing
5635,10.0,10.0,12.0,8.0,11.0,13.0,13.0,12.0,11.0,10.0,8.0,11.0,11.0,Tanooki Mario,Sneeker,Off-Road,Cloud Glider
799,10.0,10.0,7.0,9.0,13.0,12.0,13.0,11.0,10.0,10.0,14.0,10.0,9.0,Peach,Steel Driver,Button,Wario Wing
3021,10.0,8.0,16.0,5.0,10.0,16.0,14.0,18.0,15.0,9.0,9.0,11.0,9.0,Donkey Kong,Blue Falcon,Slim,Cloud Glider
5623,10.0,8.0,13.0,3.0,11.0,14.0,11.0,13.0,13.0,13.0,11.0,12.0,12.0,Tanooki Mario,Sneeker,Slim,Super Glider
808,10.0,10.0,8.0,12.0,14.0,11.0,12.0,10.0,11.0,9.0,12.0,8.0,11.0,Peach,Steel Driver,Sponge,Peach Parasol
551,10.0,11.0,11.0,8.0,13.0,12.0,14.0,12.0,13.0,14.0,15.0,10.0,13.0,Luigi,Landship,Slim,Wario Wing
811,10.0,13.0,11.0,11.0,15.0,11.0,11.0,12.0,15.0,13.0,11.0,11.0,13.0,Peach,Cat Cruiser,Standard,Wario Wing
823,10.0,11.0,13.0,7.0,14.0,12.0,10.0,14.0,14.0,14.0,12.0,11.0,14.0,Peach,Cat Cruiser,Slim,Wario Wing
5616,10.0,10.0,11.0,7.0,12.0,13.0,12.0,11.0,14.0,12.0,10.0,12.0,11.0,Tanooki Mario,Sneeker,Standard,Super Glider
832,10.0,12.0,11.0,13.0,13.0,12.0,13.0,11.0,13.0,11.0,8.0,11.0,12.0,Peach,Cat Cruiser,Off-Road,Super Glider
835,10.0,13.0,12.0,12.0,14.0,11.0,12.0,12.0,12.0,11.0,9.0,10.0,13.0,Peach,Cat Cruiser,Off-Road,Peach Parasol
840,10.0,9.0,9.0,10.0,11.0,14.0,11.0,12.0,13.0,10.0,9.0,11.0,9.0,Peach,Circuit Special,Standard,Super Glider
842,10.0,7.0,11.0,6.0,10.0,15.0,10.0,14.0,12.0,11.0,10.0,11.0,10.0,Peach,Circuit Special,Slim,Super Glider
5610,10.0,13.0,12.0,13.0,12.0,11.0,15.0,9.0,11.0,11.0,12.0,9.0,11.0,Tanooki Mario,Landship,Off-Road,Wario Wing
5603,10.0,11.0,10.0,9.0,12.0,11.0,14.0,8.0,11.0,12.0,13.0,8.0,10.0,Tanooki Mario,Landship,Metal,Peach Parasol
866,10.0,6.0,6.0,8.0,10.0,15.0,13.0,10.0,13.0,11.0,10.0,9.0,9.0,Peach,Prancer,Metal,Super Glider
874,10.0,9.0,9.0,11.0,11.0,14.0,13.0,12.0,12.0,10.0,10.0,9.0,11.0,Peach,Prancer,Off-Road,Wario Wing
886,10.0,13.0,9.0,14.0,15.0,9.0,9.0,11.0,10.0,11.0,11.0,10.0,11.0,Peach,Biddybuggy,Monster,Wario Wing
914,10.0,12.0,8.0,16.0,14.0,10.0,13.0,9.0,11.0,10.0,12.0,7.0,10.0,Peach,Landship,Monster,Wario Wing
814,10.0,12.0,11.0,14.0,15.0,10.0,11.0,12.0,12.0,10.0,8.0,9.0,12.0,Peach,Cat Cruiser,Monster,Cloud Glider
1130,10.0,10.0,11.0,9.0,13.0,11.0,9.0,14.0,12.0,14.0,14.0,14.0,14.0,Toad,Mach 8,Slim,Wario Wing
542,10.0,12.0,9.0,15.0,14.0,10.0,15.0,10.0,11.0,10.0,11.0,8.0,11.0,Luigi,Landship,Monster,Cloud Glider
532,10.0,14.0,11.0,11.0,14.0,10.0,12.0,12.0,10.0,12.0,11.0,12.0,13.0,Luigi,Biddybuggy,Off-Road,Peach Parasol
128,10.0,13.0,12.0,11.0,16.0,10.0,10.0,12.0,16.0,11.0,8.0,9.0,13.0,Mario,Cat Cruiser,Sponge,Peach Parasol
139,10.0,9.0,8.0,10.0,12.0,14.0,14.0,12.0,15.0,11.0,10.0,10.0,11.0,Mario,Prancer,Standard,Super Glider
142,10.0,10.0,9.0,9.0,13.0,13.0,13.0,13.0,14.0,11.0,11.0,9.0,12.0,Mario,Prancer,Standard,Peach Parasol
147,10.0,7.0,10.0,6.0,11.0,15.0,13.0,14.0,14.0,12.0,11.0,10.0,12.0,Mario,Prancer,Slim,Super Glider
150,10.0,8.0,11.0,5.0,12.0,14.0,12.0,15.0,13.0,12.0,12.0,9.0,13.0,Mario,Prancer,Slim,Peach Parasol
158,10.0,9.0,9.0,10.0,13.0,13.0,11.0,12.0,16.0,10.0,9.0,8.0,11.0,Mario,Prancer,Sponge,Wario Wing
162,10.0,14.0,9.0,11.0,15.0,10.0,11.0,12.0,13.0,13.0,12.0,12.0,12.0,Mario,Biddybuggy,Standard,Wario Wing
165,10.0,13.0,9.0,14.0,15.0,9.0,11.0,12.0,10.0,10.0,9.0,10.0,11.0,Mario,Biddybuggy,Monster,Cloud Glider
174,10.0,12.0,11.0,7.0,14.0,11.0,10.0,14.0,12.0,14.0,13.0,12.0,13.0,Mario,Biddybuggy,Slim,Wario Wing
186,10.0,13.0,8.0,13.0,14.0,11.0,15.0,10.0,14.0,12.0,13.0,9.0,11.0,Mario,Landship,Standard,Wario Wing
189,10.0,12.0,8.0,16.0,14.0,10.0,15.0,10.0,11.0,9.0,10.0,7.0,10.0,Mario,Landship,Monster,Cloud Glider
198,10.0,11.0,10.0,9.0,13.0,12.0,14.0,12.0,13.0,13.0,14.0,9.0,12.0,Mario,Landship,Slim,Wario Wing
211,10.0,10.0,8.0,8.0,13.0,13.0,13.0,13.0,14.0,11.0,9.0,11.0,11.0,Mario,Sneeker,Standard,Cloud Glider
215,10.0,11.0,7.0,6.0,14.0,12.0,12.0,11.0,15.0,12.0,11.0,11.0,11.0,Mario,Sneeker,Roller,Wario Wing
217,10.0,8.0,10.0,4.0,12.0,14.0,12.0,15.0,13.0,12.0,10.0,11.0,12.0,Mario,Sneeker,Slim,Cloud Glider
221,10.0,10.0,8.0,5.0,13.0,13.0,11.0,13.0,14.0,11.0,10.0,11.0,9.0,Mario,Sneeker,Button,Wario Wing
222,10.0,9.0,8.0,9.0,13.0,13.0,11.0,11.0,16.0,10.0,7.0,10.0,10.0,Mario,Sneeker,Sponge,Super Glider
225,10.0,12.0,10.0,13.0,13.0,12.0,13.0,13.0,15.0,12.0,10.0,12.0,11.0,Mario,Standard Bike,Standard,Super Glider
228,10.0,13.0,11.0,12.0,14.0,11.0,12.0,14.0,14.0,12.0,11.0,11.0,12.0,Mario,Standard Bike,Standard,Peach Parasol
237,10.0,10.0,12.0,9.0,12.0,13.0,12.0,15.0,14.0,13.0,11.0,12.0,12.0,Mario,Standard Bike,Slim,Super Glider
240,10.0,11.0,13.0,8.0,13.0,12.0,11.0,16.0,13.0,13.0,12.0,11.0,13.0,Mario,Standard Bike,Slim,Peach Parasol
249,10.0,12.0,11.0,13.0,14.0,11.0,10.0,13.0,16.0,11.0,9.0,10.0,11.0,Mario,Standard Bike,Sponge,Wario Wing
253,10.0,10.0,9.0,10.0,12.0,14.0,12.0,14.0,15.0,10.0,11.0,12.0,9.0,Mario,Blue Falcon,Standard,Wario Wing
261,10.0,8.0,11.0,6.0,11.0,15.0,11.0,16.0,14.0,11.0,12.0,12.0,10.0,Mario,Blue Falcon,Slim,Wario Wing
277,10.0,11.0,9.0,14.0,14.0,10.0,15.0,10.0,15.0,13.0,12.0,12.0,12.0,Mario,Tanooki Kart,Roller,Super Glider
125,10.0,12.0,11.0,12.0,15.0,11.0,11.0,11.0,17.0,11.0,7.0,10.0,12.0,Mario,Cat Cruiser,Sponge,Super Glider
280,10.0,12.0,10.0,13.0,15.0,9.0,14.0,11.0,14.0,13.0,13.0,11.0,13.0,Mario,Tanooki Kart,Roller,Peach Parasol
123,10.0,13.0,11.0,8.0,15.0,11.0,11.0,13.0,15.0,12.0,10.0,11.0,11.0,Mario,Cat Cruiser,Button,Wario Wing
113,10.0,14.0,10.0,9.0,16.0,10.0,12.0,11.0,16.0,13.0,11.0,11.0,13.0,Mario,Cat Cruiser,Roller,Wario Wing
1,10.0,12.0,10.0,11.0,14.0,12.0,14.0,13.0,14.0,11.0,9.0,11.0,12.0,Mario,Standard Kart,Standard,Cloud Glider
6024,10.0,11.0,11.0,16.0,11.0,10.0,13.0,11.0,10.0,12.0,12.0,11.0,13.0,Cat Peach,Tanooki Kart,Off-Road,Peach Parasol
6021,10.0,10.0,10.0,17.0,10.0,11.0,14.0,10.0,11.0,12.0,11.0,12.0,12.0,Cat Peach,Tanooki Kart,Off-Road,Super Glider
10,10.0,13.0,9.0,9.0,15.0,11.0,13.0,11.0,15.0,12.0,11.0,11.0,12.0,Mario,Standard Kart,Roller,Wario Wing
13,10.0,10.0,12.0,7.0,13.0,13.0,13.0,15.0,13.0,12.0,10.0,11.0,13.0,Mario,Standard Kart,Slim,Cloud Glider
20,10.0,12.0,10.0,8.0,14.0,12.0,12.0,13.0,14.0,11.0,10.0,11.0,10.0,Mario,Standard Kart,Button,Wario Wing
22,10.0,11.0,10.0,12.0,14.0,12.0,12.0,11.0,16.0,10.0,7.0,10.0,11.0,Mario,Standard Kart,Sponge,Super Glider
6015,10.0,9.0,12.0,11.0,11.0,11.0,11.0,13.0,12.0,15.0,15.0,12.0,14.0,Cat Peach,Tanooki Kart,Slim,Wario Wing
25,10.0,12.0,11.0,11.0,15.0,11.0,11.0,12.0,15.0,10.0,8.0,9.0,12.0,Mario,Standard Kart,Sponge,Peach Parasol
26,10.0,13.0,10.0,12.0,14.0,11.0,14.0,10.0,13.0,13.0,11.0,12.0,10.0,Mario,Pipe Frame,Standard,Super Glider
29,10.0,14.0,11.0,11.0,15.0,10.0,13.0,11.0,12.0,13.0,12.0,11.0,11.0,Mario,Pipe Frame,Standard,Peach Parasol
38,10.0,11.0,12.0,8.0,13.0,12.0,13.0,12.0,12.0,14.0,12.0,12.0,11.0,Mario,Pipe Frame,Slim,Super Glider
41,10.0,12.0,13.0,7.0,14.0,11.0,12.0,13.0,11.0,14.0,13.0,11.0,12.0,Mario,Pipe Frame,Slim,Peach Parasol
6006,10.0,10.0,10.0,18.0,12.0,9.0,12.0,11.0,10.0,11.0,11.0,10.0,12.0,Cat Peach,Tanooki Kart,Monster,Cloud Glider
50,10.0,13.0,11.0,12.0,15.0,10.0,11.0,10.0,14.0,12.0,10.0,10.0,10.0,Mario,Pipe Frame,Sponge,Wario Wing
6003,10.0,11.0,10.0,15.0,12.0,10.0,12.0,11.0,13.0,14.0,14.0,12.0,13.0,Cat Peach,Tanooki Kart,Standard,Wario Wing
60,10.0,12.0,7.0,11.0,15.0,11.0,14.0,12.0,16.0,11.0,10.0,13.0,11.0,Mario,Mach 8,Roller,Super Glider
63,10.0,13.0,8.0,10.0,16.0,10.0,13.0,13.0,15.0,11.0,11.0,12.0,12.0,Mario,Mach 8,Roller,Peach Parasol
70,10.0,11.0,8.0,10.0,14.0,12.0,13.0,14.0,15.0,10.0,9.0,13.0,9.0,Mario,Mach 8,Button,Super Glider
73,10.0,12.0,9.0,9.0,15.0,11.0,12.0,15.0,14.0,10.0,10.0,12.0,10.0,Mario,Mach 8,Button,Peach Parasol
75,10.0,11.0,9.0,13.0,15.0,11.0,12.0,14.0,16.0,9.0,7.0,11.0,11.0,Mario,Mach 8,Sponge,Cloud Glider
86,10.0,11.0,6.0,10.0,14.0,11.0,16.0,10.0,11.0,10.0,13.0,10.0,11.0,Mario,Steel Driver,Roller,Cloud Glider
96,10.0,10.0,7.0,9.0,13.0,12.0,15.0,12.0,10.0,9.0,12.0,10.0,9.0,Mario,Steel Driver,Button,Cloud Glider
104,10.0,13.0,11.0,11.0,15.0,11.0,13.0,13.0,15.0,12.0,9.0,11.0,13.0,Mario,Cat Cruiser,Standard,Cloud Glider
5958,10.0,12.0,10.0,15.0,12.0,10.0,9.0,12.0,11.0,11.0,11.0,10.0,11.0,Cat Peach,Standard Bike,Monster,Wario Wing
116,10.0,11.0,13.0,7.0,14.0,12.0,12.0,15.0,14.0,13.0,10.0,11.0,14.0,Mario,Cat Cruiser,Slim,Cloud Glider
287,10.0,10.0,10.0,13.0,13.0,11.0,14.0,12.0,14.0,12.0,11.0,12.0,10.0,Mario,Tanooki Kart,Button,Super Glider
290,10.0,11.0,11.0,12.0,14.0,10.0,13.0,13.0,13.0,12.0,12.0,11.0,11.0,Mario,Tanooki Kart,Button,Peach Parasol
292,10.0,10.0,11.0,16.0,14.0,10.0,13.0,12.0,15.0,11.0,9.0,10.0,12.0,Mario,Tanooki Kart,Sponge,Cloud Glider
5819,10.0,10.0,6.0,12.0,11.0,12.0,14.0,9.0,10.0,11.0,14.0,11.0,11.0,Cat Peach,Steel Driver,Standard,Super Glider
410,10.0,10.0,8.0,8.0,13.0,12.0,15.0,12.0,10.0,10.0,13.0,11.0,10.0,Luigi,Steel Driver,Button,Cloud Glider
5814,10.0,12.0,9.0,13.0,12.0,11.0,12.0,13.0,11.0,10.0,10.0,12.0,12.0,Cat Peach,Mach 8,Off-Road,Peach Parasol
5811,10.0,11.0,8.0,14.0,11.0,12.0,13.0,12.0,12.0,10.0,9.0,13.0,11.0,Cat Peach,Mach 8,Off-Road,Super Glider
422,10.0,13.0,12.0,10.0,15.0,11.0,13.0,13.0,15.0,13.0,10.0,12.0,14.0,Luigi,Cat Cruiser,Standard,Cloud Glider
5805,10.0,10.0,10.0,8.0,12.0,12.0,10.0,15.0,13.0,13.0,13.0,13.0,13.0,Cat Peach,Mach 8,Slim,Wario Wing
431,10.0,14.0,11.0,8.0,16.0,10.0,12.0,11.0,16.0,14.0,12.0,12.0,14.0,Luigi,Cat Cruiser,Roller,Wario Wing
434,10.0,11.0,14.0,6.0,14.0,12.0,12.0,15.0,14.0,14.0,11.0,12.0,15.0,Luigi,Cat Cruiser,Slim,Cloud Glider
5796,10.0,11.0,8.0,15.0,13.0,10.0,11.0,13.0,11.0,9.0,9.0,11.0,11.0,Cat Peach,Mach 8,Monster,Cloud Glider
442,10.0,13.0,12.0,7.0,15.0,11.0,11.0,13.0,15.0,13.0,11.0,12.0,12.0,Luigi,Cat Cruiser,Button,Wario Wing
5794,10.0,12.0,8.0,12.0,13.0,11.0,11.0,13.0,14.0,12.0,12.0,13.0,12.0,Cat Peach,Mach 8,Standard,Wario Wing
448,10.0,12.0,12.0,11.0,15.0,11.0,11.0,11.0,17.0,12.0,8.0,11.0,13.0,Luigi,Cat Cruiser,Sponge,Super Glider
451,10.0,13.0,13.0,10.0,16.0,10.0,10.0,12.0,16.0,12.0,9.0,10.0,14.0,Luigi,Cat Cruiser,Sponge,Peach Parasol
5770,10.0,13.0,10.0,14.0,13.0,9.0,10.0,9.0,9.0,12.0,12.0,10.0,10.0,Cat Peach,Pipe Frame,Monster,Wario Wing
481,10.0,9.0,9.0,9.0,12.0,14.0,14.0,12.0,15.0,12.0,11.0,11.0,12.0,Luigi,Prancer,Standard,Super Glider
484,10.0,10.0,10.0,8.0,13.0,13.0,13.0,13.0,14.0,12.0,12.0,10.0,13.0,Luigi,Prancer,Standard,Peach Parasol
490,10.0,7.0,11.0,5.0,11.0,15.0,13.0,14.0,14.0,13.0,12.0,11.0,13.0,Luigi,Prancer,Slim,Super Glider
5758,10.0,12.0,10.0,12.0,11.0,12.0,12.0,11.0,11.0,11.0,10.0,11.0,12.0,Cat Peach,Standard Kart,Off-Road,Wario Wing
493,10.0,8.0,12.0,4.0,12.0,14.0,12.0,15.0,13.0,13.0,13.0,10.0,14.0,Luigi,Prancer,Slim,Peach Parasol
501,10.0,9.0,10.0,10.0,11.0,14.0,15.0,13.0,12.0,10.0,9.0,10.0,12.0,Luigi,Prancer,Off-Road,Cloud Glider
506,10.0,9.0,10.0,9.0,13.0,13.0,11.0,12.0,16.0,11.0,10.0,9.0,12.0,Luigi,Prancer,Sponge,Wario Wing
510,10.0,14.0,10.0,10.0,15.0,10.0,11.0,12.0,13.0,14.0,13.0,13.0,13.0,Luigi,Biddybuggy,Standard,Wario Wing
513,10.0,13.0,10.0,13.0,15.0,9.0,11.0,12.0,10.0,11.0,10.0,11.0,12.0,Luigi,Biddybuggy,Monster,Cloud Glider
522,10.0,12.0,12.0,6.0,14.0,11.0,10.0,14.0,12.0,15.0,14.0,13.0,14.0,Luigi,Biddybuggy,Slim,Wario Wing
529,10.0,13.0,10.0,12.0,13.0,11.0,13.0,11.0,11.0,12.0,10.0,13.0,12.0,Luigi,Biddybuggy,Off-Road,Super Glider
5822,10.0,11.0,7.0,11.0,12.0,11.0,13.0,10.0,9.0,11.0,15.0,10.0,12.0,Cat Peach,Steel Driver,Standard,Peach Parasol
5827,10.0,8.0,8.0,8.0,10.0,13.0,13.0,11.0,9.0,12.0,15.0,11.0,12.0,Cat Peach,Steel Driver,Slim,Super Glider
398,10.0,11.0,7.0,9.0,14.0,11.0,16.0,10.0,11.0,11.0,14.0,11.0,12.0,Luigi,Steel Driver,Roller,Cloud Glider
5830,10.0,9.0,9.0,7.0,11.0,12.0,12.0,12.0,8.0,12.0,16.0,10.0,13.0,Cat Peach,Steel Driver,Slim,Peach Parasol
296,10.0,12.0,11.0,10.0,14.0,12.0,14.0,13.0,14.0,12.0,10.0,12.0,13.0,Luigi,Standard Kart,Standard,Cloud Glider
305,10.0,13.0,10.0,8.0,15.0,11.0,13.0,11.0,15.0,13.0,12.0,12.0,13.0,Luigi,Standard Kart,Roller,Wario Wing
308,10.0,10.0,13.0,6.0,13.0,13.0,13.0,15.0,13.0,13.0,11.0,12.0,14.0,Luigi,Standard Kart,Slim,Cloud Glider
317,10.0,12.0,11.0,7.0,14.0,12.0,12.0,13.0,14.0,12.0,11.0,12.0,11.0,Luigi,Standard Kart,Button,Wario Wing
323,10.0,11.0,11.0,11.0,14.0,12.0,12.0,11.0,16.0,11.0,8.0,11.0,12.0,Luigi,Standard Kart,Sponge,Super Glider
326,10.0,12.0,12.0,10.0,15.0,11.0,11.0,12.0,15.0,11.0,9.0,10.0,13.0,Luigi,Standard Kart,Sponge,Peach Parasol
327,10.0,13.0,11.0,11.0,14.0,11.0,14.0,10.0,13.0,14.0,12.0,13.0,11.0,Luigi,Pipe Frame,Standard,Super Glider
330,10.0,14.0,12.0,10.0,15.0,10.0,13.0,11.0,12.0,14.0,13.0,12.0,12.0,Luigi,Pipe Frame,Standard,Peach Parasol
5872,10.0,9.0,8.0,15.0,8.0,13.0,12.0,11.0,8.0,8.0,8.0,10.0,10.0,Cat Peach,Badwagon,Off-Road,Cloud Glider
339,10.0,11.0,13.0,7.0,13.0,12.0,13.0,12.0,12.0,15.0,13.0,13.0,12.0,Luigi,Pipe Frame,Slim,Super Glider
5870,10.0,8.0,10.0,9.0,9.0,13.0,9.0,13.0,9.0,11.0,12.0,10.0,12.0,Cat Peach,Badwagon,Slim,Peach Parasol
342,10.0,12.0,14.0,6.0,14.0,11.0,12.0,13.0,11.0,15.0,14.0,12.0,13.0,Luigi,Pipe Frame,Slim,Peach Parasol
539,10.0,13.0,9.0,12.0,14.0,11.0,15.0,10.0,14.0,13.0,14.0,10.0,12.0,Luigi,Landship,Standard,Wario Wing
5867,10.0,7.0,9.0,10.0,8.0,14.0,10.0,12.0,10.0,11.0,11.0,11.0,11.0,Cat Peach,Badwagon,Slim,Super Glider
351,10.0,13.0,12.0,12.0,13.0,11.0,15.0,11.0,10.0,12.0,10.0,12.0,11.0,Luigi,Pipe Frame,Off-Road,Cloud Glider
356,10.0,13.0,12.0,11.0,15.0,10.0,11.0,10.0,14.0,13.0,11.0,11.0,11.0,Luigi,Pipe Frame,Sponge,Wario Wing
5863,10.0,9.0,7.0,14.0,9.0,13.0,11.0,10.0,11.0,10.0,10.0,11.0,10.0,Cat Peach,Badwagon,Standard,Super Glider
5857,10.0,13.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,12.0,10.0,11.0,13.0,Cat Peach,Cat Cruiser,Off-Road,Wario Wing
366,10.0,12.0,8.0,10.0,15.0,11.0,14.0,12.0,16.0,12.0,11.0,14.0,12.0,Luigi,Mach 8,Roller,Super Glider
369,10.0,13.0,9.0,9.0,16.0,10.0,13.0,13.0,15.0,12.0,12.0,13.0,13.0,Luigi,Mach 8,Roller,Peach Parasol
378,10.0,11.0,9.0,9.0,14.0,12.0,13.0,14.0,15.0,11.0,10.0,14.0,10.0,Luigi,Mach 8,Button,Super Glider
5846,10.0,13.0,11.0,13.0,14.0,9.0,9.0,11.0,11.0,11.0,10.0,9.0,13.0,Cat Peach,Cat Cruiser,Monster,Peach Parasol
381,10.0,12.0,10.0,8.0,15.0,11.0,12.0,15.0,14.0,11.0,11.0,13.0,11.0,Luigi,Mach 8,Button,Peach Parasol
5843,10.0,12.0,10.0,14.0,13.0,10.0,10.0,10.0,12.0,11.0,9.0,10.0,12.0,Cat Peach,Cat Cruiser,Monster,Super Glider
387,10.0,11.0,10.0,12.0,15.0,11.0,12.0,14.0,16.0,10.0,8.0,12.0,12.0,Luigi,Mach 8,Sponge,Cloud Glider
5836,10.0,10.0,7.0,13.0,10.0,12.0,15.0,10.0,7.0,9.0,12.0,10.0,11.0,Cat Peach,Steel Driver,Off-Road,Cloud Glider
5866,10.0,10.0,8.0,13.0,10.0,12.0,10.0,11.0,10.0,10.0,11.0,10.0,11.0,Cat Peach,Badwagon,Standard,Peach Parasol
1132,10.0,9.0,10.0,9.0,11.0,12.0,8.0,13.0,10.0,12.0,9.0,14.0,11.0,Toad,Mach 8,Slick,Super Glider
805,10.0,9.0,7.0,13.0,13.0,12.0,13.0,9.0,12.0,9.0,11.0,9.0,10.0,Peach,Steel Driver,Sponge,Super Glider
1135,10.0,9.0,7.0,11.0,12.0,11.0,11.0,11.0,11.0,12.0,11.0,13.0,11.0,Toad,Mach 8,Metal,Cloud Glider
1897,10.0,8.0,10.0,12.0,10.0,10.0,11.0,7.0,10.0,14.0,13.0,12.0,11.0,Toadette,Tanooki Kart,Metal,Super Glider
5472,10.0,13.0,15.0,11.0,13.0,11.0,13.0,12.0,12.0,11.0,8.0,11.0,13.0,Tanooki Mario,Cat Cruiser,Off-Road,Cloud Glider
1900,10.0,9.0,11.0,11.0,11.0,9.0,10.0,8.0,9.0,14.0,14.0,11.0,12.0,Toadette,Tanooki Kart,Metal,Peach Parasol
2886,10.0,10.0,14.0,5.0,12.0,14.0,14.0,15.0,15.0,9.0,9.0,8.0,9.0,Donkey Kong,Prancer,Button,Peach Parasol
1907,10.0,11.0,13.0,15.0,11.0,9.0,11.0,9.0,9.0,13.0,13.0,12.0,13.0,Toadette,Tanooki Kart,Off-Road,Wario Wing
1926,10.0,9.0,7.0,10.0,11.0,11.0,9.0,8.0,10.0,14.0,13.0,12.0,12.0,Koopa Troopa,Standard Kart,Metal,Wario Wing
1973,10.0,10.0,7.0,17.0,13.0,9.0,9.0,10.0,10.0,11.0,11.0,13.0,12.0,Koopa Troopa,Mach 8,Monster,Super Glider
2883,10.0,9.0,13.0,6.0,11.0,15.0,15.0,14.0,16.0,9.0,8.0,9.0,8.0,Donkey Kong,Prancer,Button,Super Glider
