Coord1,Coord2,Coord3,Ind,Weight,Acceleration,On-road Traction,Off-road Traction,Mini-Turbo,Ground Speed,Water Speed,Anti-gravity Speed,Air Speed,Ground Handling,Water Handling,Anti-gravity Handling,Air Handling
Anti-gravity Speed,Off-road Traction,Mini-Turbo,32,,,,12.0,12.0,,,17.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,33,,,,14.0,10.0,,,17.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,31,,,,9.0,12.0,,,18.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,29,,,,13.0,10.0,,,18.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,28,,,,11.0,11.0,,,18.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,27,,,,6.0,11.0,,,19.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,34,,,,8.0,10.0,,,19.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,30,,,,7.0,10.0,,,20.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,2,,,,20.0,,8.0,,8.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,0,,,,19.0,,9.0,,9.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,3,,,,20.0,,7.0,,9.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,1,,,,19.0,,8.0,,10.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,37,,,,18.0,,13.0,,13.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,36,,,,15.0,,17.0,,13.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,35,,,,16.0,,16.0,,13.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,40,,,,17.0,,14.0,,13.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,38,,,,18.0,,12.0,,14.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,23,,,,9.0,,20.0,,14.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,39,,,,17.0,,13.0,,14.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,24,,,,8.0,,20.0,,15.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,25,,,,13.0,,19.0,,15.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,31,,,,16.0,,15.0,,15.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,34,,,,15.0,,16.0,,15.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,16,,,,14.0,,18.0,,15.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,26,,,,12.0,,19.0,,16.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,32,,,,16.0,,14.0,,16.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,33,,,,15.0,,15.0,,16.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,18,,,,13.0,,18.0,,16.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,17,,,,14.0,,17.0,,16.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,21,,,,7.0,,20.0,,17.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,15,,,,8.0,,19.0,,17.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,12,,,,12.0,,17.0,,17.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,4,,,,13.0,,16.0,,17.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,27,,,,14.0,,14.0,,17.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,30,,,,10.0,,18.0,,17.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,6,,,,12.0,,16.0,,18.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,5,,,,13.0,,15.0,,18.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,20,,,,7.0,,19.0,,18.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,22,,,,6.0,,20.0,,18.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,19,,,,8.0,,18.0,,18.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,13,,,,11.0,,17.0,,18.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,28,,,,8.0,,15.0,,19.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,7,,,,7.0,,17.0,,19.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,14,,,,2.0,,20.0,,19.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,10,,,,6.0,,18.0,,19.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,29,,,,4.0,,19.0,,19.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,11,,,,5.0,,18.0,,20.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,9,,,,6.0,,17.0,,20.0,,,,,
Anti-gravity Speed,Off-road Traction,Ground Speed,8,,,,7.0,,16.0,,20.0,,,,,
Anti-gravity Speed,Off-road Traction,Water Speed,1,,,,20.0,,,10.0,9.0,,,,,
Anti-gravity Speed,Off-road Traction,Water Speed,2,,,,19.0,,,12.0,9.0,,,,,
Anti-gravity Speed,Off-road Traction,Water Speed,0,,,,19.0,,,11.0,10.0,,,,,
Anti-gravity Speed,Off-road Traction,Water Speed,13,,,,16.0,,,18.0,11.0,,,,,
Anti-gravity Speed,Off-road Traction,Water Speed,7,,,,14.0,,,20.0,13.0,,,,,
Anti-gravity Speed,Off-road Traction,Water Speed,14,,,,18.0,,,15.0,14.0,,,,,
Anti-gravity Speed,Off-road Traction,Water Speed,15,,,,17.0,,,17.0,14.0,,,,,
Anti-gravity Speed,Off-road Traction,Water Speed,6,,,,11.0,,,20.0,15.0,,,,,
Anti-gravity Speed,Off-road Traction,Water Speed,11,,,,16.0,,,17.0,16.0,,,,,
Anti-gravity Speed,Off-road Traction,Water Speed,12,,,,15.0,,,19.0,16.0,,,,,
Anti-gravity Speed,Off-road Traction,Water Speed,8,,,,14.0,,,15.0,17.0,,,,,
Anti-gravity Speed,Off-road Traction,Water Speed,10,,,,13.0,,,17.0,17.0,,,,,
Anti-gravity Speed,Off-road Traction,Water Speed,3,,,,13.0,,,16.0,18.0,,,,,
Anti-gravity Speed,Off-road Traction,Water Speed,5,,,,12.0,,,18.0,18.0,,,,,
Anti-gravity Speed,Off-road Traction,Water Speed,9,,,,8.0,,,15.0,19.0,,,,,
Anti-gravity Speed,Off-road Traction,Water Speed,4,,,,7.0,,,16.0,20.0,,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,4,,,,19.0,,,,7.0,12.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,2,,,,20.0,,,,8.0,9.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,5,,,,19.0,,,,8.0,11.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,0,,,,19.0,,,,9.0,10.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,3,,,,20.0,,,,9.0,8.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,1,,,,19.0,,,,10.0,9.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,30,,,,17.0,,,,12.0,17.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,27,,,,18.0,,,,13.0,14.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,31,,,,17.0,,,,13.0,16.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,32,,,,16.0,,,,13.0,17.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,29,,,,17.0,,,,14.0,14.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,28,,,,18.0,,,,14.0,13.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,24,,,,15.0,,,,14.0,19.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,21,,,,16.0,,,,15.0,16.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,26,,,,14.0,,,,15.0,19.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,25,,,,15.0,,,,15.0,18.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,14,,,,12.0,,,,16.0,20.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,23,,,,15.0,,,,16.0,16.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,22,,,,16.0,,,,16.0,15.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,19,,,,13.0,,,,16.0,18.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,20,,,,14.0,,,,16.0,17.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,16,,,,11.0,,,,17.0,20.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,17,,,,14.0,,,,17.0,15.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,8,,,,13.0,,,,17.0,17.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,15,,,,12.0,,,,17.0,19.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,7,,,,10.0,,,,18.0,19.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,6,,,,11.0,,,,18.0,18.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,9,,,,13.0,,,,18.0,16.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,10,,,,12.0,,,,18.0,17.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,18,,,,8.0,,,,19.0,16.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,11,,,,7.0,,,,19.0,18.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,13,,,,6.0,,,,20.0,18.0,,,,
Anti-gravity Speed,Off-road Traction,Air Speed,12,,,,7.0,,,,20.0,17.0,,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,48,,,,14.0,,,,4.0,,20.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,54,,,,17.0,,,,5.0,,19.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,47,,,,15.0,,,,6.0,,19.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,57,,,,19.0,,,,6.0,,17.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,52,,,,18.0,,,,7.0,,18.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,53,,,,20.0,,,,7.0,,15.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,56,,,,19.0,,,,7.0,,16.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,50,,,,16.0,,,,8.0,,18.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,24,,,,19.0,,,,8.0,,15.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,49,,,,11.0,,,,8.0,,20.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,55,,,,14.0,,,,9.0,,19.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,23,,,,19.0,,,,9.0,,14.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,21,,,,20.0,,,,9.0,,13.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,20,,,,18.0,,,,9.0,,16.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,18,,,,16.0,,,,10.0,,16.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,17,,,,18.0,,,,10.0,,13.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,15,,,,19.0,,,,10.0,,12.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,51,,,,12.0,,,,10.0,,19.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,14,,,,17.0,,,,10.0,,15.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,61,,,,18.0,,,,11.0,,11.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,12,,,,15.0,,,,11.0,,15.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,11,,,,17.0,,,,11.0,,12.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,22,,,,14.0,,,,11.0,,17.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,60,,,,16.0,,,,11.0,,14.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,10,,,,17.0,,,,12.0,,11.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,8,,,,18.0,,,,12.0,,10.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,7,,,,16.0,,,,12.0,,13.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,58,,,,14.0,,,,12.0,,14.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,16,,,,13.0,,,,12.0,,16.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,19,,,,12.0,,,,12.0,,17.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,46,,,,17.0,,,,13.0,,10.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,62,,,,12.0,,,,13.0,,15.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,13,,,,11.0,,,,13.0,,16.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,5,,,,14.0,,,,13.0,,13.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,2,,,,15.0,,,,13.0,,12.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,59,,,,10.0,,,,14.0,,15.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,45,,,,17.0,,,,14.0,,9.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,43,,,,18.0,,,,14.0,,8.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,42,,,,16.0,,,,14.0,,11.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,0,,,,13.0,,,,14.0,,12.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,9,,,,12.0,,,,14.0,,14.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,41,,,,15.0,,,,15.0,,9.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,38,,,,14.0,,,,15.0,,11.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,3,,,,11.0,,,,15.0,,13.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,6,,,,10.0,,,,15.0,,14.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,39,,,,16.0,,,,15.0,,8.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,37,,,,15.0,,,,16.0,,7.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,44,,,,12.0,,,,16.0,,12.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,1,,,,9.0,,,,16.0,,13.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,35,,,,16.0,,,,16.0,,6.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,34,,,,14.0,,,,16.0,,9.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,4,,,,8.0,,,,16.0,,14.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,40,,,,10.0,,,,17.0,,12.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,31,,,,14.0,,,,17.0,,6.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,30,,,,12.0,,,,17.0,,9.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,33,,,,13.0,,,,17.0,,7.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,26,,,,11.0,,,,18.0,,7.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,25,,,,7.0,,,,18.0,,11.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,36,,,,10.0,,,,18.0,,10.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,27,,,,13.0,,,,18.0,,4.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,29,,,,12.0,,,,18.0,,5.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,32,,,,8.0,,,,19.0,,10.0,,,
Anti-gravity Speed,Off-road Traction,Ground Handling,28,,,,7.0,,,,20.0,,8.0,,,
Anti-gravity Speed,Off-road Traction,Water Handling,55,,,,15.0,,,,2.0,,,20.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,63,,,,16.0,,,,5.0,,,19.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,56,,,,12.0,,,,6.0,,,20.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,59,,,,18.0,,,,7.0,,,17.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,60,,,,17.0,,,,7.0,,,18.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,61,,,,20.0,,,,7.0,,,15.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,62,,,,19.0,,,,7.0,,,16.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,57,,,,15.0,,,,8.0,,,17.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,54,,,,9.0,,,,8.0,,,20.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,65,,,,13.0,,,,9.0,,,19.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,64,,,,14.0,,,,9.0,,,18.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,22,,,,19.0,,,,9.0,,,14.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,21,,,,20.0,,,,9.0,,,13.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,20,,,,17.0,,,,9.0,,,16.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,19,,,,18.0,,,,9.0,,,15.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,58,,,,11.0,,,,10.0,,,18.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,16,,,,18.0,,,,10.0,,,13.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,13,,,,17.0,,,,10.0,,,14.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,14,,,,16.0,,,,10.0,,,15.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,15,,,,19.0,,,,10.0,,,12.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,23,,,,14.0,,,,11.0,,,16.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,24,,,,13.0,,,,11.0,,,17.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,66,,,,16.0,,,,11.0,,,13.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,67,,,,15.0,,,,11.0,,,14.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,68,,,,18.0,,,,11.0,,,11.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,69,,,,17.0,,,,11.0,,,12.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,17,,,,13.0,,,,12.0,,,15.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,18,,,,12.0,,,,12.0,,,16.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,10,,,,17.0,,,,12.0,,,11.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,9,,,,18.0,,,,12.0,,,10.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,8,,,,15.0,,,,12.0,,,13.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,7,,,,16.0,,,,12.0,,,12.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,0,,,,14.0,,,,13.0,,,12.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,70,,,,12.0,,,,13.0,,,14.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,71,,,,11.0,,,,13.0,,,15.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,5,,,,13.0,,,,13.0,,,13.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,12,,,,11.0,,,,14.0,,,14.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,51,,,,17.0,,,,14.0,,,9.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,50,,,,18.0,,,,14.0,,,8.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,49,,,,15.0,,,,14.0,,,11.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,48,,,,16.0,,,,14.0,,,10.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,3,,,,5.0,,,,14.0,,,15.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,11,,,,12.0,,,,14.0,,,13.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,6,,,,9.0,,,,15.0,,,14.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,45,,,,15.0,,,,15.0,,,8.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,43,,,,13.0,,,,15.0,,,10.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,42,,,,14.0,,,,15.0,,,9.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,1,,,,10.0,,,,15.0,,,13.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,44,,,,16.0,,,,15.0,,,7.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,4,,,,7.0,,,,16.0,,,13.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,39,,,,15.0,,,,16.0,,,7.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,38,,,,16.0,,,,16.0,,,6.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,52,,,,12.0,,,,16.0,,,11.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,37,,,,13.0,,,,16.0,,,9.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,36,,,,14.0,,,,16.0,,,8.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,53,,,,11.0,,,,16.0,,,12.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,2,,,,6.0,,,,17.0,,,12.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,33,,,,13.0,,,,17.0,,,6.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,30,,,,12.0,,,,17.0,,,7.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,31,,,,11.0,,,,17.0,,,8.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,32,,,,14.0,,,,17.0,,,5.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,47,,,,9.0,,,,17.0,,,11.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,46,,,,10.0,,,,17.0,,,10.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,27,,,,12.0,,,,18.0,,,5.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,26,,,,13.0,,,,18.0,,,4.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,25,,,,11.0,,,,18.0,,,6.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,41,,,,9.0,,,,18.0,,,10.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,40,,,,10.0,,,,18.0,,,9.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,34,,,,8.0,,,,19.0,,,8.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,35,,,,7.0,,,,19.0,,,9.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,28,,,,7.0,,,,20.0,,,7.0,,
Anti-gravity Speed,Off-road Traction,Water Handling,29,,,,6.0,,,,20.0,,,8.0,,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,61,,,,14.0,,,,4.0,,,,20.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,70,,,,17.0,,,,5.0,,,,18.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,62,,,,13.0,,,,6.0,,,,20.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,60,,,,15.0,,,,6.0,,,,19.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,71,,,,19.0,,,,7.0,,,,16.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,69,,,,20.0,,,,7.0,,,,14.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,68,,,,18.0,,,,7.0,,,,17.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,67,,,,12.0,,,,8.0,,,,20.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,65,,,,17.0,,,,8.0,,,,17.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,64,,,,14.0,,,,8.0,,,,19.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,63,,,,16.0,,,,8.0,,,,18.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,33,,,,19.0,,,,9.0,,,,14.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,58,,,,13.0,,,,9.0,,,,19.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,59,,,,16.0,,,,9.0,,,,17.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,32,,,,20.0,,,,9.0,,,,12.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,56,,,,15.0,,,,9.0,,,,18.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,31,,,,18.0,,,,9.0,,,,15.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,30,,,,12.0,,,,10.0,,,,18.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,28,,,,17.0,,,,10.0,,,,15.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,20,,,,18.0,,,,10.0,,,,13.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,26,,,,16.0,,,,10.0,,,,16.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,27,,,,14.0,,,,10.0,,,,17.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,66,,,,10.0,,,,10.0,,,,19.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,19,,,,19.0,,,,10.0,,,,11.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,57,,,,11.0,,,,11.0,,,,18.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,73,,,,18.0,,,,11.0,,,,10.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,24,,,,13.0,,,,11.0,,,,17.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,25,,,,16.0,,,,11.0,,,,15.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,22,,,,17.0,,,,11.0,,,,13.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,21,,,,15.0,,,,11.0,,,,16.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,13,,,,18.0,,,,12.0,,,,9.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,12,,,,16.0,,,,12.0,,,,12.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,15,,,,14.0,,,,12.0,,,,15.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,14,,,,17.0,,,,12.0,,,,11.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,18,,,,15.0,,,,12.0,,,,14.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,29,,,,10.0,,,,12.0,,,,17.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,17,,,,12.0,,,,12.0,,,,16.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,72,,,,13.0,,,,13.0,,,,14.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,23,,,,11.0,,,,13.0,,,,16.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,11,,,,15.0,,,,13.0,,,,12.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,10,,,,14.0,,,,13.0,,,,13.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,16,,,,10.0,,,,14.0,,,,15.0,
Anti-gravity Speed,Off-road Traction,Anti-gravity Handling,54,,,,18.0,,,,14.0,,,,7.0,
